MAKE,Model,Version,Año,60000
MG,MG7,2.0T Lux Trophy AT,2025,1
MG,RX9,2.0T Com Elegance AT,2025,1
MG,RX9,2.0T Lux Premier AT,2025,1
MG,ZS,1.5 CVT Com plus,2025,1
MG,GT,1.5T DCT Std Style,2024,1
MG,GT,1.5L DCT Del Alpha,2024,1
MG,GT,1.5L DCT Com Excite,2024,1
MG,eHS,1.5T Lux Trophy AT,2024,1
MG,eZS,Dynamo,2024,1
MG,GT,1.5T DCT Std Style,2024,1
MG,GT,1.5L DCT Del Alpha,2024,1
MG,GT,1.5L DCT Com Excite,2024,1
MG,HS,1.5T Com Excite DCT,2024,1
MG,HS,1.5T Lux Trophy Pack DCT,2024,1
MG,MG4 EV,Edu Com 51 Style AT,2024,1
MG,MG4 EV,Edu Del 77 Extended Range AT,2024,1
MG,MG4 EV,Edu AWD 64 X Power AT,2024,1
MG,MG5,1.5L Del Elegance AT,2024,1
MG,MG5,1.5L Del Elegance MT,2024,1
MG,MG5,1.5L Com Excite AT,2024,1
MG,MG5,1.5L Com Excite MT,2024,1
MG,One,1.5T Std Style CVT,2024,1
MG,One,1.5T Del Excite CVT,2024,1
MG,RX5,1.5T Com Excite,2024,1
MG,RX5,1.5T Lux Elegance,2024,1
MG,RX8,2.0T Del Elegance AT,2024,1
MG,ZS,1.5L Com Elegance CVT,2024,1
MG,ZS,1.5L Com Elegance Red Pack CVT,2024,1
MG,ZS,1.5L Com Excite CVT,2024,1
MG,ZS,1.5L Std Style MT,2024,1
Mercedes-Benz,CLA,Mercedes AMG CLA 45 S 4MATIC plus,2026,1
Mercedes-Benz,CLA,Mercedes AMG CLA 35 4MATIC MH,2026,1
Mercedes-Benz,CLA,CLA 200 MH,2026,1
Mercedes-Benz,Clase A,Mercedes AMG A 35 4MATIC MH HB,2026,1
Mercedes-Benz,Clase A,A 200 Sedan MH Night Edition,2026,1
Mercedes-Benz,Clase A,A 200 MH Night Edition HB,2026,1
Mercedes-Benz,Clase A,Mercedes AMG A 35 4MATIC Sedan MH,2026,1
Mercedes-Benz,Clase A,Mercedes AMG A 45 S 4MATIC plus HB,2026,1
Mercedes-Benz,GLA,Mercedes AMG GLA 35 4MATIC MH,2026,1
Mercedes-Benz,GLA,GLA 200 MH Night Edition,2026,1
Mercedes-Benz,GLB,Mercedes AMG GLB 35 4MATIC MH,2026,1
Mercedes-Benz,GLB,GLB 220 4MATIC MH Night Edition,2026,1
Mercedes-Benz,GLB,GLB 220 4MATIC MH,2026,1
Mercedes-Benz,AMG GT,Mercedes AMG 63 S E Performance,2025,1
Mercedes-Benz,CLA,CLA 200 MH,2025,1
Mercedes-Benz,CLA,Mercedes AMG CLA 35 4MATIC MH,2025,1
Mercedes-Benz,CLA,Mercedes AMG CLA 45 S 4MATIC plus,2025,1
Mercedes-Benz,Clase A,Mercedes AMG A 45 S 4MATIC plus HB,2025,1
Mercedes-Benz,Clase A,Mercedes AMG A 35 4MATIC Sedan MH,2025,1
Mercedes-Benz,Clase A,A 200 Sedan MH,2025,1
Mercedes-Benz,Clase A,A 200 MH HB,2025,1
Mercedes-Benz,Clase A,Mercedes AMG A 35 4MATIC MH HB,2025,1
Mercedes-Benz,Clase C,Mercedes AMG C 63 S E Performance,2025,1
Mercedes-Benz,Clase C,Mercedes AMG C 43 4MATIC,2025,1
Mercedes-Benz,Clase C,C 200 Sport,2025,1
Mercedes-Benz,Clase E,E 200 Exclusive,2025,1
Mercedes-Benz,Clase E,Mercedes AMG E 53 4MATIC plus Coupe,2025,1
Mercedes-Benz,Clase G,G 580 with EQ Technology Edition One,2025,1
Mercedes-Benz,Clase G,Mercedes AMG G 63 Biturbo,2025,1
Mercedes-Benz,Clase S,Mercedes Maybach S 680 4MATIC,2025,1
Mercedes-Benz,Clase S,S 450 L 4MATIC,2025,1
Mercedes-Benz,CLE,CLE 300 4MATIC,2025,1
Mercedes-Benz,CLE,Mercedes AMG CLE 53 4MATIC plus,2025,1
Mercedes-Benz,GLA,Mercedes AMG GLA 35 4MATIC MH,2025,1
Mercedes-Benz,GLA,GLA 200 MH,2025,1
Mercedes-Benz,GLB,GLB 220 4MATIC MH,2025,1
Mercedes-Benz,GLB,Mercedes AMG GLB 35 4MATIC MH,2025,1
Mercedes-Benz,GLC,Mercedes AMG GLC 43 4MATIC,2025,1
Mercedes-Benz,GLC,GLC 300 4MATIC Coupe Avantgarde,2025,1
Mercedes-Benz,GLC,GLC 200 4MATIC,2025,1
Mercedes-Benz,GLC,GLC 350 e 4MATIC,2025,1
Mercedes-Benz,GLC,GLC 300 4MATIC,2025,1
Mercedes-Benz,GLC,Mercedes AMG GLC 43 4MATIC Coupe,2025,1
Mercedes-Benz,GLC,GLC 350 e 4MATIC Coupe,2025,1
Mercedes-Benz,GLC,GLC 300 4MATIC Coupe,2025,1
Mercedes-Benz,GLE,GLE 450 4MATIC Sport MH,2025,1
Mercedes-Benz,GLE,Mercedes AMG GLE 63 S 4MATIC p Coupe MH,2025,1
Mercedes-Benz,GLE,Mercedes AMG GLE 53 Hybrid 4MATIC plus,2025,1
Mercedes-Benz,GLE,Mercedes AMG GLE 53 Hybrid 4MATIC plus C,2025,1
Mercedes-Benz,GLE,GLE 450 4MATIC Sport Coupe MH,2025,1
Mercedes-Benz,GLE,GLE 400 e 4MATIC,2025,1
Mercedes-Benz,GLE,GLE 450 4MATIC Coupe MH,2025,1
Mercedes-Benz,GLE,Mercedes AMG GLE 63 S 4MATIC plus MH,2025,1
Mercedes-Benz,GLS,GLS 450 4MATIC MH,2025,1
Mercedes-Benz,GLS,Mercedes Maybach GLS 600 4MATIC,2025,1
Mercedes-Benz,AMG GT,Mercedes AMG 63 S E Performance,2024,1
Mercedes-Benz,AMG GT,Mercedes AMG 53 4MATIC plus Rubelite Edi,2024,1
Mercedes-Benz,AMG GT,Mercedes AMG 53 4MATIC plus,2024,1
Mercedes-Benz,CLA,Mercedes AMG 45 S 4MATIC plus,2024,1
Mercedes-Benz,CLA,Mercedes AMG 45 S 4MATIC plus Edition 55,2024,1
Mercedes-Benz,CLA,200 Line MH,2024,1
Mercedes-Benz,CLA,Mercedes AMG 35 4MATIC MH,2024,1
Mercedes-Benz,CLA,200 MH,2024,1
Mercedes-Benz,Clase A,Mercedes AMG A 45 S 4MATIC plus FL,2024,1
Mercedes-Benz,Clase A,Mercedes AMG A 35 4MATIC MH,2024,1
Mercedes-Benz,Clase A,A 200 Progressive HB,2024,1
Mercedes-Benz,Clase A,A 200 Progressive Line Sedan,2024,1
Mercedes-Benz,Clase A,Mercedes AMG A 35 4MATIC Sedan,2024,1
Mercedes-Benz,Clase A,Mercedes AMG A 35 4MATIC HB,2024,1
Mercedes-Benz,Clase A,Mercedes AMG A 45 S 4MATIC plus Edition,2024,1
Mercedes-Benz,Clase A,Mercedes AMG A 35 4MATIC Sedan MH,2024,1
Mercedes-Benz,Clase A,Mercedes AMG A 45 S 4MATIC plus HB,2024,1
Mercedes-Benz,Clase C,C 200 Sport,2024,1
Mercedes-Benz,Clase C,Mercedes AMG C 43 4MATIC,2024,1
Mercedes-Benz,Clase C,Mercedes AMG C 63 S E Performance,2024,1
Mercedes-Benz,Clase E,E 200 Exclusive,2024,1
Mercedes-Benz,Clase G,Mercedes AMG G 63,2024,1
Mercedes-Benz,Clase G,Final Edition G 500 V8,2024,1
Mercedes-Benz,Clase G,G 500 Biturbo,2024,1
Mercedes-Benz,Clase S,S 450 L 4MATIC,2024,1
Mercedes-Benz,Clase S,Mercedes Maybach S 680 4MATIC,2024,1
Mercedes-Benz,CLE,CLE 300 4MATIC,2024,1
Mercedes-Benz,EQA,EQA 300 4MATIC,2024,1
Mercedes-Benz,EQB,EQB 300 4MATIC,2024,1
Mercedes-Benz,EQC,EQC 400 4MATIC Sport,2024,1
Mercedes-Benz,EQE,Mercedes AMG EQE 53 4MATIC plus,2024,1
Mercedes-Benz,EQE,EQE 350 plus,2024,1
Mercedes-Benz,EQE SUV,Mercedes AMG EQE 53 4MATIC plus,2024,1
Mercedes-Benz,EQE SUV,EQE 350 plus,2024,1
Mercedes-Benz,EQS,Mercedes AMG EQS 53 4MATIC plus,2024,1
Mercedes-Benz,EQS,EQS 580 4MATIC,2024,1
Mercedes-Benz,EQS,EQS 450 plus,2024,1
Mercedes-Benz,EQS SUV,EQS 580 4MATIC,2024,1
Mercedes-Benz,EQS SUV,EQS 450 plus,2024,1
Mercedes-Benz,GLA,GLA 200 MH,2024,1
Mercedes-Benz,GLA,GLA 200 Line MH,2024,1
Mercedes-Benz,GLB,GLB 250 4MATIC MH,2024,1
Mercedes-Benz,GLB,GLB 200 MH,2024,1
Mercedes-Benz,GLB,GLB 250 Line 4MATIC MH,2024,1
Mercedes-Benz,GLB,GLB 200 Line MH,2024,1
Mercedes-Benz,GLC,GLC 300 4MATIC Coupe,2024,1
Mercedes-Benz,GLC,GLC 300 e 4MATIC Coupe,2024,1
Mercedes-Benz,GLC,Mercedes AMG GLC 43 4MATIC Coupe,2024,1
Mercedes-Benz,GLC,GLC 300 4MATIC,2024,1
Mercedes-Benz,GLC,GLC 300 e 4MATIC,2024,1
Mercedes-Benz,GLC,Mercedes AMG GLC 43 4MATIC,2024,1
Mercedes-Benz,GLE,Mercedes AMG GLE 63 S 4MATIC plus MH,2024,1
Mercedes-Benz,GLE,GLE 450 4MATIC Coupe MH,2024,1
Mercedes-Benz,GLE,Mercedes AMG GLE 63 S 4MATIC p Coupe Edi,2024,1
Mercedes-Benz,GLE,Mercedes AMG GLE 63 S 4MATIC plus,2024,1
Mercedes-Benz,GLE,GLE 450 4MATIC Sport,2024,1
Mercedes-Benz,GLE,GLE 450 4MATIC Coupe,2024,1
Mercedes-Benz,GLE,Mercedes AMG GLE 63 S 4MATIC plus Coupe,2024,1
Mercedes-Benz,GLE,Mercedes AMG GLE 63 S 4MATIC p Coupe MH,2024,1
Mercedes-Benz,GLE,GLE 450 4MATIC Sport MH,2024,1
Mercedes-Benz,GLE,Mercedes AMG GLE 53 4MATIC plus Coupe MH,2024,1
Mercedes-Benz,GLE,Mercedes AMG GLE 53 4MATIC plus MH,2024,1
Mercedes-Benz,GLS,Mercedes Maybach GLS 600 4MATIC,2024,1
Mercedes-Benz,GLS,GLS 450 4MATIC MH,2024,1
Mercedes-Benz,SL,Mercedes AMG SL 55 4MATIC plus,2024,1
Mazda,BT-50,Signature,2025,1
Mazda,CX-3,I Sport 2WD,2025,1
Mazda,CX-3,I 2WD,2025,1
Mazda,CX-30,I Sport 2WD,2025,1
Mazda,CX-30,I Grand Touring 2WD,2025,1
Mazda,CX-30,Signature,2025,1
Mazda,CX-30,I 2WD,2025,1
Mazda,CX-5,Signature 2WD,2025,1
Mazda,CX-5,I Sport 2WD,2025,1
Mazda,CX-5,i Grand Touring 2WD,2025,1
Mazda,CX-50,2.5 Turbo Signature AWD,2025,1
Mazda,CX-70,i Grand Touring MHEV,2025,1
Mazda,CX-90,Turbo Signature AWD,2025,1
Mazda,Mazda2 HB,I Sport TA,2025,1
Mazda,Mazda2 HB,I Sport TM,2025,1
Mazda,Mazda2 HB,I Grand Touring TA,2025,1
Mazda,Mazda2 HB,Signature,2025,1
Mazda,Mazda2 Sedan,I Sport TA,2025,1
Mazda,Mazda2 Sedan,I Sport TM,2025,1
Mazda,Mazda2 Sedan,I Grand Touring TA,2025,1
Mazda,Mazda2 Sedan,I TA,2025,1
Mazda,Mazda2 Sedan,I TM,2025,1
Mazda,Mazda2 Sedan,Signature,2025,1
Mazda,Mazda 3,Signature Sedan,2025,1
Mazda,Mazda 3,I TM,2025,1
Mazda,Mazda 3,I TA,2025,1
Mazda,Mazda 3,i Sport TA Sedan,2025,1
Mazda,Mazda 3,i Grand Touring Sedan,2025,1
Mazda,Mazda3 HB,I Sport TA,2025,1
Mazda,Mazda3 HB,I Grand Touring TA,2025,1
Mazda,Mazda3 HB,Signature AWD,2025,1
Mazda,MX-5,I Sport TM,2025,1
Mazda,MX-5,I Grand Touring 35 Aniversario,2025,1
Mazda,MX-5,I Grand Touring TA,2025,1
Mazda,CX-3,I 2WD,2024,1
Mazda,CX-3,I Sport 2WD,2024,1
Mazda,CX-3,I Grand Touring 2WD,2024,1
Mazda,CX-30,I Sport MHEV 2WD,2024,1
Mazda,CX-30,Signature,2024,1
Mazda,CX-30,I Grand Touring 2WD,2024,1
Mazda,CX-30,I Sport 2WD,2024,1
Mazda,CX-5,S Grand Touring 2WD,2024,1
Mazda,CX-5,I Sport 2WD,2024,1
Mazda,CX-5,Signature 2WD,2024,1
Mazda,CX-50,2.5 Turbo Signature AWD,2024,1
Mazda,CX-90,Turbo Signature AWD,2024,1
Mazda,Mazda2 HB,Signature,2024,1
Mazda,Mazda2 HB,I Grand Touring TA,2024,1
Mazda,Mazda2 HB,I Sport TM,2024,1
Mazda,Mazda2 HB,I Sport TA,2024,1
Mazda,Mazda2 Sedan,Signature,2024,1
Mazda,Mazda2 Sedan,I TM,2024,1
Mazda,Mazda2 Sedan,I TA,2024,1
Mazda,Mazda2 Sedan,I Grand Touring TA,2024,1
Mazda,Mazda2 Sedan,I Sport TM,2024,1
Mazda,Mazda2 Sedan,I Sport TA,2024,1
Mazda,Mazda 3,i Sport MHEV TA Sedan,2024,1
Mazda,Mazda 3,i Grand Touring Sedan,2024,1
Mazda,Mazda 3,i Sport TA Sedan,2024,1
Mazda,Mazda 3,i Sport TM Sedan,2024,1
Mazda,Mazda 3,I TA,2024,1
Mazda,Mazda 3,I TM,2024,1
Mazda,Mazda 3,Signature Sedan,2024,1
Mazda,Mazda3 HB,Signature AWD,2024,1
Mazda,Mazda3 HB,I Grand Touring TA,2024,1
Mazda,Mazda3 HB,I Sport TA,2024,1
Mazda,MX-5,I Grand Touring TA,2024,1
Mazda,MX-5,I Sport TM,2024,1
Lincoln,Aviator,Reserve 3.0L AWD,2025,1
Lincoln,Aviator,Premiere 3.0L RWD,2025,1
Lincoln,Corsair,Reserve AWD 2.0L,2025,1
Lincoln,Corsair,Premier FWD 2.0L,2025,1
Lincoln,Corsair,Grand Touring 2.5L AWD PHEV,2025,1
Lincoln,Nautilus,Reserve Jet Package 2.0L Full Hybrid AWD,2025,1
Lincoln,Nautilus,Reserve 2.0L Hibrida,2025,1
Lincoln,Nautilus,Reserve 2.0L,2025,1
Lincoln,Navigator,L 4x4 3.5L Black Label,2025,1
Lincoln,Navigator,Black Label,2025,1
Lincoln,Navigator,L Ultra Black Label,2025,1
Lincoln,Navigator,L Reserve 4x4 3.5L,2025,1
Lincoln,Navigator,Reserve 4x4 3.5L,2025,1
Lincoln,Aviator,RWD 3.0L,2024,1
Lincoln,Aviator,Reserve AWD,2024,1
Lincoln,Corsair,Reserve 2.0L AWD Black Jet,2024,1
Lincoln,Corsair,Grand Touring 2.5L PHEV,2024,1
Lincoln,Corsair,FWD 2.0L turbocargado l 4,2024,1
Lincoln,Corsair,Reserve 2.0L FWD,2024,1
Lincoln,Corsair,Reserve 2.0L AWD,2024,1
Lincoln,Nautilus,Reserve 2.0L GTDI A WD,2024,1
Lincoln,Nautilus,Reserve 2.0L Full Hybrid AWD,2024,1
Lincoln,Nautilus,Reserve Jet Package 2.0L Full Hybrid AWD,2024,1
Lincoln,Navigator,Reserve 4x4 3.5L,2024,1
Lincoln,Navigator,L Reserve 4x4 3.5L,2024,1
Lincoln,Navigator,L 4x4 Reserve Black Label,2024,1
Lexus,ES,350 FF,2025,1
Lexus,ES,300H,2025,1
Lexus,GX,550 Luxury Plus,2025,1
Lexus,GX,550 Overtrail Plus,2025,1
Lexus,IS,300,2025,1
Lexus,IS,300 Premium,2025,1
Lexus,LC,500 convertible,2025,1
Lexus,LC,500,2025,1
Lexus,LS,500H Executive Kiriko,2025,1
Lexus,LS,500H Executive,2025,1
Lexus,LX,700h Luxury,2025,1
Lexus,LX,700h F Sport,2025,1
Lexus,NX,350H AWD Luxury,2025,1
Lexus,NX,350H AWD Premium,2025,1
Lexus,NX,250 AWD Base,2025,1
Lexus,RX,350,2025,1
Lexus,RX,350H,2025,1
Lexus,RX,500H F-sport,2025,1
Lexus,TX,500h F SPORT,2025,1
Lexus,UX,300h,2025,1
Lexus,UX,300h F-Sport,2025,1
Lexus,LS,500H Executive Kiriko,2025,1
Lexus,LS,500H Executive,2025,1
Lexus,ES,300H,2024,1
Lexus,ES,350 FF,2024,1
Lexus,IS,300 Premium,2024,1
Lexus,IS,300,2024,1
Lexus,LC,500,2024,1
Lexus,LC,500 convertible,2024,1
Lexus,LS,500H Executive,2024,1
Lexus,LS,500H Executive Kiriko,2024,1
Lexus,LX,600 Executive,2024,1
Lexus,LX,600 Luxury,2024,1
Lexus,NX,250 AWD Base,2024,1
Lexus,NX,350H AWD Premium,2024,1
Lexus,NX,350H AWD Luxury,2024,1
Lexus,RX,500H F-sport,2024,1
Lexus,RX,350H,2024,1
Lexus,RX,350,2024,1
Lexus,TX,500h F SPORT,2024,1
Lexus,UX,250h,2024,1
Lexus,UX,250h F-Sport,2024,1
Lexus,LS,500H Executive,2024,1
Lexus,LS,500H Executive Kiriko,2024,1
Land Rover,Range Rover Evoque,S MHEV 200PS,2026,1
Land Rover,Range Rover Evoque,Dynamic SE MHEV 249PS,2026,1
Land Rover,Range Rover Evoque,Dynamic SE PHEV 309PS,2026,1
Land Rover,Range Rover Velar,S MHEV 340PS,2026,1
Land Rover,Range Rover Velar,Dynamic SE PHEV 404PS,2026,1
Land Rover,Range Rover Velar,Dynamic SE MHEV 400PS,2026,1
Land Rover,Defender 110,V8 525PS,2025.5,1
Land Rover,Defender 110,X MHEV 400PS,2025.5,1
Land Rover,Defender 130,V8 500PS,2025.5,1
Land Rover,Defender 130,X MHEV 400PS,2025.5,1
Land Rover,Defender 90,X MHEV 400PS,2025.5,1
Land Rover,Defender 110,X MHEV 400PS,2025,1
Land Rover,Defender 110,X-Dynamic SE MHEV 400PS,2025,1
Land Rover,Defender 110,S MHEV 400 PS,2025,1
Land Rover,Defender 110,Octa MHEV 630PS,2025,1
Land Rover,Defender 110,Octa Edition One MHEV 630PS Edition One,2025,1
Land Rover,Defender 130,X MHEV 400PS,2025,1
Land Rover,Defender 130,X-Dynamic SE MHEV 400PS,2025,1
Land Rover,Defender 130,S MHEV 400PS,2025,1
Land Rover,Defender 90,X MHEV 400PS,2025,1
Land Rover,Defender 90,X-Dynamic SE MHEV 400PS,2025,1
Land Rover,Discovery Sport,Dynamic SE MHEV 250PS,2025,1
Land Rover,Discovery Sport,Dynamic HSE MHEV 250PS,2025,1
Land Rover,Discovery Sport,S MHEV 250PS,2025,1
Land Rover,Range Rover,SV LWB MHEV 615PS,2025,1
Land Rover,Range Rover,Autobiography LWB PHEV 460PS,2025,1
Land Rover,Range Rover,HSE SWB MHEV 360PS,2025,1
Land Rover,Range Rover,HSE SWB PHEV 460PS,2025,1
Land Rover,Range Rover,HSE SWB PHEV 530PS,2025,1
Land Rover,Range Rover,Autobiography SWB MHEV 360PS,2025,1
Land Rover,Range Rover,Autobiography SWB MHEV 530PS,2025,1
Land Rover,Range Rover,Autobiography SWB PHEV 550PS,2025,1
Land Rover,Range Rover,SV SWB PHEV 615PS,2025,1
Land Rover,Range Rover,SE LWB PHEV 460PS,2025,1
Land Rover,Range Rover,SV SWB MHEV 615PS,2025,1
Land Rover,Range Rover,Autobiography LWB 7 seats MHEV 530PS,2025,1
Land Rover,Range Rover,HSE LWB MHEV 530PS,2025,1
Land Rover,Range Rover Evoque,Dynamic SE PHEV 309PS,2025,1
Land Rover,Range Rover Evoque,Dynamic SE MHEV 249PS,2025,1
Land Rover,Range Rover Evoque,S MHEV 200PS,2025,1
Land Rover,Range Rover Sport,SE MHEV 400PS,2025,1
Land Rover,Range Rover Sport,Dynamic SE MHEV 400PS,2025,1
Land Rover,Range Rover Sport,Dynamic SE PHEV 460PS,2025,1
Land Rover,Range Rover Sport,Dynamic SE MHEV 530PS,2025,1
Land Rover,Range Rover Sport,Dynamic HSE PHEV 460PS,2025,1
Land Rover,Range Rover Sport,Autobiography MHEV 530PS,2025,1
Land Rover,Range Rover Sport,SV Edition Two MHEV 635PS,2025,1
Land Rover,Range Rover Sport,Dynamic HSE MHEV 400PS,2025,1
Land Rover,Range Rover Sport,Autobiography PHEV 460PS,2025,1
Land Rover,Range Rover Velar,Dynamic SE MHEV 400PS,2025,1
Land Rover,Range Rover Velar,Dynamic SE PHEV 404PS,2025,1
Land Rover,Range Rover Velar,S MHEV 340PS,2025,1
Land Rover,Defender 110,X-Dynamic S MHEV 400PS,2024,1
Land Rover,Defender 110,Carpathian Edition Gasolina 525PS,2024,1
Land Rover,Defender 110,X-Dynamic SE MHEV 400PS,2024,1
Land Rover,Defender 110,X MHEV 400PS,2024,1
Land Rover,Defender 110,V8 Gasolina 525PS,2024,1
Land Rover,Defender 130,X-Dynamic SE MHEV 400PS,2024,1
Land Rover,Defender 130,V8 Gasolina 525PS,2024,1
Land Rover,Defender 130,X MHEV 400PS,2024,1
Land Rover,Defender 90,Carpathian Edition Gasolina 525PS,2024,1
Land Rover,Defender 90,V8 Gasolina 525PS,2024,1
Land Rover,Defender 90,X-Dynamic SE MHEV 400PS,2024,1
Land Rover,Defender 90,X MHEV 400PS,2024,1
Land Rover,Discovery Sport,S MHEV 250PS,2024,1
Land Rover,Discovery Sport,Dynamic SE MHEV 250PS,2024,1
Land Rover,Discovery Sport,Dynamic HSE MHEV 250PS,2024,1
Land Rover,Discovery Sport,Dynamic SE MHEV 250PS,2024,1
Land Rover,Range Rover,HSE LWB MHEV 530PS,2024,1
Land Rover,Range Rover,HSE SWB MHEV 400PS,2024,1
Land Rover,Range Rover,Autobiography LWB 7 seats MHEV 530PS,2024,1
Land Rover,Range Rover,SV SWB MHEV 615PS,2024,1
Land Rover,Range Rover,HSE LWB PHEV 460PS,2024,1
Land Rover,Range Rover,Autobiography LWB PHEV 460PS,2024,1
Land Rover,Range Rover,SV LWB MHEV 615PS,2024,1
Land Rover,Range Rover Evoque,S MHEV 200PS,2024,1
Land Rover,Range Rover Evoque,Dynamic SE MHEV 249PS,2024,1
Land Rover,Range Rover Evoque,Dynamic SE PHEV 309PS,2024,1
Land Rover,Range Rover Sport,Autobiography PHEV 460PS,2024,1
Land Rover,Range Rover Sport,Dynamic HSE MHEV 400PS,2024,1
Land Rover,Range Rover Sport,Dynamic SE PHEV 460PS,2024,1
Land Rover,Range Rover Sport,Dynamic SE MHEV 400PS,2024,1
Land Rover,Range Rover Sport,SE MHEV 400PS,2024,1
Land Rover,Range Rover Velar,S MHEV 340PS,2024,1
Land Rover,Range Rover Velar,Dynamic SE PHEV 404PS,2024,1
Land Rover,Range Rover Velar,Dynamic SE MHEV 400PS,2024,1
King Long,Kingo,Panel Cargo AA,2025,1
King Long,Kingo,Panel Ventanas Amplia,2025,1
King Long,Kingo,16 Asientos AA,2025,1
King Long,Kingo,EV,2025,1
King Long,Kingo,Panel Ventanas Amplia AA,2025,1
King Long,Fourgo,Panel Cargo Amplia AA,2024,1
King Long,Fourgo,Panel Ventanas Amplia,2024,1
King Long,Fourgo,16 Asientos Amplia AA,2024,1
Kia,K3,L AT,2026,1
Kia,K3,LX MT,2026,1
Kia,K3,LX AT,2026,1
Kia,K3,EX AT,2026,1
Kia,K3,EX Pack AT,2026,1
Kia,K3,GT Line,2026,1
Kia,K3,LX MT,2026,1
Kia,K3,EX AT,2026,1
Kia,K3,EX Pack AT,2026,1
Kia,K3,GT Line,2026,1
Kia,K3,L MT,2026,1
Kia,K4,GT Line,2026,1
Kia,K4,GT,2026,1
Kia,K4,EX,2026,1
Kia,K4,LX IVT,2026,1
Kia,K4,LX TM,2026,1
Kia,K4,L IVT,2026,1
Kia,K4,L TM,2026,1
Kia,Sportage,EX Pack,2026,1
Kia,Sportage,SXL,2026,1
Kia,Sportage,HEV X-LINE,2026,1
Kia,Sportage,EX,2026,1
Kia,Sportage,SXL Hale Navy,2026,1
Kia,Sportage,HEV X-LINE Terracota Brown,2026,1
Kia,K3,GT Line,2025,1
Kia,K3,EX Pack AT,2025,1
Kia,K3,EX AT,2025,1
Kia,K3,LX MT,2025,1
Kia,K3,GT Line,2025,1
Kia,K3,EX Pack AT,2025,1
Kia,K3,EX AT,2025,1
Kia,K3,EX MT,2025,1
Kia,K3,LX AT,2025,1
Kia,K3,LX MT,2025,1
Kia,K3,L AT,2025,1
Kia,K4,L TM,2025,1
Kia,K4,L IVT,2025,1
Kia,K4,LX TM,2025,1
Kia,K4,LX IVT,2025,1
Kia,K4,EX,2025,1
Kia,K4,GT,2025,1
Kia,K4,GT Line,2025,1
Kia,Niro,EX,2025,1
Kia,Seltos,SXL,2025,1
Kia,Seltos,SX,2025,1
Kia,Seltos,EX Pack,2025,1
Kia,Seltos,EX,2025,1
Kia,Sonet,SX IVT,2025,1
Kia,Sonet,EX IVT,2025,1
Kia,Sonet,LX MT,2025,1
Kia,Sorento,SXL,2025,1
Kia,Sorento,EX Pack,2025,1
Kia,Sorento,EX,2025,1
Kia,Sportage,LX,2025,1
Kia,Sportage,HEV SXL AT,2025,1
Kia,Sportage,SXL,2025,1
Kia,Sportage,EX,2025,1
Kia,Sportage,EX Pack,2025,1
Kia,Telluride,SX,2025,1
Kia,EV6,GT Line,2024,1
Kia,EV6,GT,2024,1
Kia,Forte HB,GT Line IVT,2024,1
Kia,Forte HB,EX IVT,2024,1
Kia,Forte HB,GT DCT7,2024,1
Kia,Forte Sedan,GT,2024,1
Kia,Forte Sedan,GT Line,2024,1
Kia,Forte Sedan,L IVT,2024,1
Kia,Forte Sedan,L TM,2024,1
Kia,Forte Sedan,LX TM,2024,1
Kia,Forte Sedan,LX IVT,2024,1
Kia,Forte Sedan,EX,2024,1
Kia,K3,L AT,2024,1
Kia,K3,LX MT,2024,1
Kia,K3,LX AT,2024,1
Kia,K3,EX MT,2024,1
Kia,K3,EX AT,2024,1
Kia,K3,EX Pack AT,2024,1
Kia,K3,GT Line,2024,1
Kia,K3,LX MT,2024,1
Kia,K3,EX AT,2024,1
Kia,K3,EX Pack AT,2024,1
Kia,K3,GT Line,2024,1
Kia,Niro,EX,2024,1
Kia,Seltos,EX,2024,1
Kia,Seltos,EX Pack,2024,1
Kia,Seltos,SX,2024,1
Kia,Seltos,SXL,2024,1
Kia,Sonet,LX MT,2024,1
Kia,Sonet,EX IVT,2024,1
Kia,Sonet,SX IVT,2024,1
Kia,Sorento,EX,2024,1
Kia,Sorento,EX Pack,2024,1
Kia,Sorento,SXL,2024,1
Kia,Soul,LX TA,2024,1
Kia,Soul,LX TM,2024,1
Kia,Soul,GT Line IVT,2024,1
Kia,Sportage,EX Pack,2024,1
Kia,Sportage,EX,2024,1
Kia,Sportage,SXL,2024,1
Kia,Sportage,HEV SXL AT,2024,1
Kia,Sportage,LX,2024,1
Kia,Telluride,SX,2024,1
JMC,Grand Avenue,LX TA 4X4,2025,1
JMC,Grand Avenue,LX TA 4X2,2025,1
JMC,Grand Avenue,LX TM 4X2,2025,1
JMC,Vigus,GL,2024.5,1
JMC,Ev Black,Eléctrico,2024,1
JMC,Grand Avenue,LX TM 4X2,2024,1
JMC,Grand Avenue,LX TA 4X2,2024,1
JMC,Grand Avenue,LX TA 4X4,2024,1
JMC,Vigus,GL,2024,1
JMC,Vigus,LX,2024,1
JIM,Re-Max Clasica,4x2 5MT Confort,2025,1
JIM,Re-Max Clasica,4x4 5MT Confort,2025,1
JIM,Re-Max S,4x4 5MT SLX,2025,1
JIM,Re-Max S,4x2 5MT SLX,2025,1
JIM,Re-Max Clasica,4x4 5MT Confort,2024,1
JIM,Re-Max Clasica,4x2 5MT Confort,2024,1
JIM,Re-Max S,4x2 5MT SLX,2024,1
JIM,Re-Max S,4x4 5MT SLX,2024,1
