file,non_null_fields,keys
data/oem_specs/gwm/Cat_logo_Accesorios_Abril_2025.pdf,16,adas_acc;adas_aeb;adas_bsm;adas_lka;adas_rcta;amen_techo_panoramico;conf_asientos_calefaccion;conf_asientos_ventilacion;info_android_auto;info_apple_carplay;info_camara_360;info_cargador_inalambrico;luces_matriz_led;mot_tipo_motor;seg_act_abs;seg_act_esp
