file,non_null_fields,keys
data/oem_specs/chevrolet/Catalogo-Aveo-Sedan-2026.pdf,20,adas_acc;adas_aeb;adas_bsm;adas_lka;adas_rcta;amen_techo_panoramico;cap_baul_l;conf_asientos_calefaccion;conf_asientos_ventilacion;eff_consumo_l_100km;info_android_auto;info_apple_carplay;info_camara_360;info_cargador_inalambrico;luces_matriz_led;mot_marchas;mot_tipo_motor;mot_transmision;seg_act_abs;seg_act_esp
data/oem_specs/chevrolet/Catalogo-Captiva-2026.pdf,19,adas_acc;adas_aeb;adas_bsm;adas_lka;adas_rcta;amen_techo_panoramico;conf_asientos_calefaccion;conf_asientos_ventilacion;info_android_auto;info_apple_carplay;info_camara_360;info_cargador_inalambrico;info_pantalla_pulg;luces_matriz_led;mot_potencia_hp;mot_tipo_motor;mot_transmision;seg_act_abs;seg_act_esp
data/oem_specs/chevrolet/Catalogo-Groove-2025-TLD.pdf,19,adas_acc;adas_aeb;adas_bsm;adas_lka;adas_rcta;amen_techo_panoramico;conf_asientos_calefaccion;conf_asientos_ventilacion;info_android_auto;info_apple_carplay;info_camara_360;info_cargador_inalambrico;luces_matriz_led;mot_marchas;mot_tipo_motor;mot_transmision;seg_act_abs;seg_act_esp;seg_pas_airbags_cnt
data/oem_specs/chevrolet/Catalogo-Onix-2025-TLD.pdf,21,adas_acc;adas_aeb;adas_bsm;adas_lka;adas_rcta;amen_techo_panoramico;cap_baul_l;conf_asientos_calefaccion;conf_asientos_ventilacion;eff_consumo_l_100km;info_android_auto;info_apple_carplay;info_camara_360;info_cargador_inalambrico;luces_matriz_led;mot_marchas;mot_tipo_motor;mot_transmision;seg_act_abs;seg_act_esp;seg_pas_airbags_cnt
data/oem_specs/chevrolet/Catalogo-Onix-2026-TLD.pdf,20,adas_acc;adas_aeb;adas_bsm;adas_lka;adas_rcta;amen_techo_panoramico;conf_asientos_calefaccion;conf_asientos_ventilacion;eff_consumo_l_100km;info_android_auto;info_apple_carplay;info_camara_360;info_cargador_inalambrico;luces_matriz_led;mot_marchas;mot_tipo_motor;mot_transmision;seg_act_abs;seg_act_esp;seg_pas_airbags_cnt
data/oem_specs/chevrolet/Catalogo-Tahoe-2025.pdf,21,adas_acc;adas_aeb;adas_bsm;adas_lka;adas_rcta;amen_techo_panoramico;conf_asientos_calefaccion;conf_asientos_ventilacion;info_android_auto;info_apple_carplay;info_camara_360;info_cargador_inalambrico;luces_matriz_led;mot_marchas;mot_potencia_hp;mot_tipo_motor;mot_traccion;mot_transmision;seg_act_abs;seg_act_esp;seg_pas_airbags_cnt
data/oem_specs/chevrolet/Catalogo-Tracker-2025-TLD.pdf,21,adas_acc;adas_aeb;adas_bsm;adas_lka;adas_rcta;amen_techo_panoramico;conf_asientos_calefaccion;conf_asientos_ventilacion;eff_consumo_l_100km;info_android_auto;info_apple_carplay;info_camara_360;info_cargador_inalambrico;luces_matriz_led;mot_marchas;mot_tipo_motor;mot_traccion;mot_transmision;seg_act_abs;seg_act_esp;seg_pas_airbags_cnt
data/oem_specs/chevrolet/Catalogo_Accesorios_Traverse_2025_TLD.pdf,15,adas_acc;adas_aeb;adas_bsm;adas_lka;adas_rcta;amen_techo_panoramico;conf_asientos_calefaccion;conf_asientos_ventilacion;info_android_auto;info_apple_carplay;info_camara_360;info_cargador_inalambrico;luces_matriz_led;seg_act_abs;seg_act_esp
data/oem_specs/chevrolet/Catalogo_Traverse_2025.pdf,17,adas_acc;adas_aeb;adas_bsm;adas_lka;adas_rcta;amen_techo_panoramico;conf_asientos_calefaccion;conf_asientos_ventilacion;info_android_auto;info_apple_carplay;info_camara_360;info_cargador_inalambrico;luces_matriz_led;mot_tipo_motor;mot_traccion;seg_act_abs;seg_act_esp
data/oem_specs/chevrolet/Ficha-Tecnica-Aveo-Sedan-2026.pdf,21,adas_acc;adas_aeb;adas_bsm;adas_lka;adas_rcta;amen_techo_panoramico;cap_baul_l;conf_asientos_calefaccion;conf_asientos_ventilacion;info_android_auto;info_apple_carplay;info_camara_360;info_cargador_inalambrico;luces_matriz_led;mot_marchas;mot_potencia_hp;mot_tipo_motor;mot_transmision;seg_act_abs;seg_act_esp;seg_pas_airbags_cnt
data/oem_specs/chevrolet/Ficha-Tecnica-Captiva-2026.pdf,21,adas_acc;adas_aeb;adas_bsm;adas_lka;adas_rcta;amen_techo_panoramico;chasis_susp_del;conf_asientos_calefaccion;conf_asientos_ventilacion;info_android_auto;info_apple_carplay;info_camara_360;info_cargador_inalambrico;info_pantalla_pulg;luces_matriz_led;mot_potencia_hp;mot_tipo_motor;mot_transmision;seg_act_abs;seg_act_esp;seg_pas_airbags_cnt
data/oem_specs/chevrolet/Ficha-Tecnica-Onix-2025-TLD.pdf,19,adas_acc;adas_aeb;adas_bsm;adas_lka;adas_rcta;amen_techo_panoramico;conf_asientos_calefaccion;conf_asientos_ventilacion;info_android_auto;info_apple_carplay;info_camara_360;info_cargador_inalambrico;luces_matriz_led;mot_marchas;mot_tipo_motor;mot_transmision;seg_act_abs;seg_act_esp;seg_pas_airbags_cnt
data/oem_specs/chevrolet/Ficha-Tecnica-Onix-2026-TLD.pdf,19,adas_acc;adas_aeb;adas_bsm;adas_lka;adas_rcta;amen_techo_panoramico;conf_asientos_calefaccion;conf_asientos_ventilacion;info_android_auto;info_apple_carplay;info_camara_360;info_cargador_inalambrico;luces_matriz_led;mot_marchas;mot_tipo_motor;mot_transmision;seg_act_abs;seg_act_esp;seg_pas_airbags_cnt
data/oem_specs/chevrolet/Ficha-Tecnica-Tahoe-2025-TLD.pdf,22,adas_acc;adas_aeb;adas_bsm;adas_lka;adas_rcta;amen_techo_panoramico;conf_asientos_calefaccion;conf_asientos_ventilacion;info_android_auto;info_apple_carplay;info_camara_360;info_cargador_inalambrico;info_pantalla_pulg;luces_matriz_led;mot_marchas;mot_potencia_hp;mot_tipo_motor;mot_traccion;mot_transmision;seg_act_abs;seg_act_esp;seg_pas_airbags_cnt
data/oem_specs/chevrolet/Ficha-Tecnica-Tracker-2025-TLD.pdf,22,adas_acc;adas_aeb;adas_bsm;adas_lka;adas_rcta;amen_techo_panoramico;chasis_frenos_del;chasis_susp_del;conf_asientos_calefaccion;conf_asientos_ventilacion;info_android_auto;info_apple_carplay;info_camara_360;info_cargador_inalambrico;luces_matriz_led;mot_marchas;mot_potencia_hp;mot_tipo_motor;mot_transmision;seg_act_abs;seg_act_esp;seg_pas_airbags_cnt
data/oem_specs/chevrolet/Ficha_Tecnica_Aveo_Sedan_2025_v3.pdf,21,adas_acc;adas_aeb;adas_bsm;adas_lka;adas_rcta;amen_techo_panoramico;cap_baul_l;conf_asientos_calefaccion;conf_asientos_ventilacion;info_android_auto;info_apple_carplay;info_camara_360;info_cargador_inalambrico;luces_matriz_led;mot_marchas;mot_potencia_hp;mot_tipo_motor;mot_transmision;seg_act_abs;seg_act_esp;seg_pas_airbags_cnt
data/oem_specs/chevrolet/Ficha_Tecnica_Traverse_2025_TLD.pdf,23,adas_acc;adas_aeb;adas_bsm;adas_lka;adas_rcta;amen_techo_panoramico;cap_plazas;chasis_frenos_del;conf_asientos_calefaccion;conf_asientos_ventilacion;info_android_auto;info_apple_carplay;info_camara_360;info_cargador_inalambrico;info_pantalla_pulg;luces_matriz_led;mot_marchas;mot_potencia_hp;mot_tipo_motor;mot_traccion;mot_transmision;seg_act_abs;seg_act_esp
data/oem_specs/chevrolet/Manual-de-Propietario-2026.pdf,17,adas_acc;adas_aeb;adas_bsm;adas_lka;adas_rcta;amen_techo_panoramico;conf_asientos_calefaccion;conf_asientos_ventilacion;info_android_auto;info_apple_carplay;info_camara_360;info_cargador_inalambrico;luces_matriz_led;mot_tipo_motor;mot_transmision;seg_act_abs;seg_act_esp
data/oem_specs/chevrolet/Manual-de-Propietario-Onix-MY2025.pdf,18,adas_acc;adas_aeb;adas_bsm;adas_lka;adas_rcta;amen_techo_panoramico;conf_asientos_calefaccion;conf_asientos_ventilacion;info_android_auto;info_apple_carplay;info_camara_360;info_cargador_inalambrico;luces_matriz_led;mot_tipo_motor;mot_torque_nm;mot_transmision;seg_act_abs;seg_act_esp
data/oem_specs/chevrolet/Traverse-2025-manual-de-propietario.pdf,16,adas_acc;adas_aeb;adas_bsm;adas_lka;adas_rcta;amen_techo_panoramico;conf_asientos_calefaccion;conf_asientos_ventilacion;info_android_auto;info_apple_carplay;info_camara_360;info_cargador_inalambrico;luces_matriz_led;mot_tipo_motor;seg_act_abs;seg_act_esp
data/oem_specs/chevrolet/blazer-2025-manual-de-propietario.pdf,16,adas_acc;adas_aeb;adas_bsm;adas_lka;adas_rcta;amen_techo_panoramico;conf_asientos_calefaccion;conf_asientos_ventilacion;info_android_auto;info_apple_carplay;info_camara_360;info_cargador_inalambrico;luces_matriz_led;mot_tipo_motor;seg_act_abs;seg_act_esp
data/oem_specs/chevrolet/captiva-manual-de-propietario.pdf,16,adas_acc;adas_aeb;adas_bsm;adas_lka;adas_rcta;amen_techo_panoramico;conf_asientos_calefaccion;conf_asientos_ventilacion;info_android_auto;info_apple_carplay;info_camara_360;info_cargador_inalambrico;luces_matriz_led;mot_transmision;seg_act_abs;seg_act_esp
data/oem_specs/chevrolet/catalogo-accesorios-aveo-sedan-2025.pdf,15,adas_acc;adas_aeb;adas_bsm;adas_lka;adas_rcta;amen_techo_panoramico;conf_asientos_calefaccion;conf_asientos_ventilacion;info_android_auto;info_apple_carplay;info_camara_360;info_cargador_inalambrico;luces_matriz_led;seg_act_abs;seg_act_esp
data/oem_specs/chevrolet/catalogo-accesorios-blazer-2025-tld.pdf,15,adas_acc;adas_aeb;adas_bsm;adas_lka;adas_rcta;amen_techo_panoramico;conf_asientos_calefaccion;conf_asientos_ventilacion;info_android_auto;info_apple_carplay;info_camara_360;info_cargador_inalambrico;luces_matriz_led;seg_act_abs;seg_act_esp
data/oem_specs/chevrolet/catalogo-accesorios-captiva-black-edition-2025.pdf,15,adas_acc;adas_aeb;adas_bsm;adas_lka;adas_rcta;amen_techo_panoramico;conf_asientos_calefaccion;conf_asientos_ventilacion;info_android_auto;info_apple_carplay;info_camara_360;info_cargador_inalambrico;luces_matriz_led;seg_act_abs;seg_act_esp
data/oem_specs/chevrolet/catalogo-accesorios-tracker-2025-tld.pdf,15,adas_acc;adas_aeb;adas_bsm;adas_lka;adas_rcta;amen_techo_panoramico;conf_asientos_calefaccion;conf_asientos_ventilacion;info_android_auto;info_apple_carplay;info_camara_360;info_cargador_inalambrico;luces_matriz_led;seg_act_abs;seg_act_esp
data/oem_specs/chevrolet/catalogo-aveo-sedan-2025-v2.pdf,20,adas_acc;adas_aeb;adas_bsm;adas_lka;adas_rcta;amen_techo_panoramico;cap_baul_l;conf_asientos_calefaccion;conf_asientos_ventilacion;eff_consumo_l_100km;info_android_auto;info_apple_carplay;info_camara_360;info_cargador_inalambrico;luces_matriz_led;mot_marchas;mot_tipo_motor;mot_transmision;seg_act_abs;seg_act_esp
data/oem_specs/chevrolet/catalogo-blazer-2025-tld.pdf,21,adas_acc;adas_aeb;adas_bsm;adas_lka;adas_rcta;amen_techo_panoramico;conf_asientos_calefaccion;conf_asientos_ventilacion;info_android_auto;info_apple_carplay;info_camara_360;info_cargador_inalambrico;info_pantalla_pulg;luces_matriz_led;mot_marchas;mot_potencia_hp;mot_traccion;mot_transmision;seg_act_abs;seg_act_esp;seg_pas_airbags_cnt
data/oem_specs/chevrolet/catalogo-captiva-black-edition-2025.pdf,19,adas_acc;adas_aeb;adas_bsm;adas_lka;adas_rcta;amen_techo_panoramico;conf_asientos_calefaccion;conf_asientos_ventilacion;info_android_auto;info_apple_carplay;info_camara_360;info_cargador_inalambrico;info_pantalla_pulg;luces_matriz_led;mot_potencia_hp;mot_tipo_motor;mot_transmision;seg_act_abs;seg_act_esp
data/oem_specs/chevrolet/catalogo-groove-2026.pdf,19,adas_acc;adas_aeb;adas_bsm;adas_lka;adas_rcta;amen_techo_panoramico;conf_asientos_calefaccion;conf_asientos_ventilacion;info_android_auto;info_apple_carplay;info_camara_360;info_cargador_inalambrico;info_pantalla_pulg;luces_matriz_led;mot_potencia_hp;mot_tipo_motor;seg_act_abs;seg_act_esp;seg_pas_airbags_cnt
data/oem_specs/chevrolet/catalogo-suburban-2025.pdf,21,adas_acc;adas_aeb;adas_bsm;adas_lka;adas_rcta;amen_techo_panoramico;conf_asientos_calefaccion;conf_asientos_ventilacion;info_android_auto;info_apple_carplay;info_camara_360;info_cargador_inalambrico;luces_matriz_led;mot_marchas;mot_potencia_hp;mot_tipo_motor;mot_traccion;mot_transmision;seg_act_abs;seg_act_esp;seg_pas_airbags_cnt
data/oem_specs/chevrolet/ficha-tecnica-blazer-2025-tld.pdf,22,adas_acc;adas_aeb;adas_bsm;adas_lka;adas_rcta;amen_techo_panoramico;chasis_susp_del;conf_asientos_calefaccion;conf_asientos_ventilacion;info_android_auto;info_apple_carplay;info_camara_360;info_cargador_inalambrico;info_pantalla_pulg;luces_matriz_led;mot_marchas;mot_potencia_hp;mot_traccion;mot_transmision;seg_act_abs;seg_act_esp;seg_pas_airbags_cnt
data/oem_specs/chevrolet/ficha-tecnica-captiva-black-edition-2025-v2.pdf,21,adas_acc;adas_aeb;adas_bsm;adas_lka;adas_rcta;amen_techo_panoramico;chasis_susp_del;conf_asientos_calefaccion;conf_asientos_ventilacion;info_android_auto;info_apple_carplay;info_camara_360;info_cargador_inalambrico;info_pantalla_pulg;luces_matriz_led;mot_potencia_hp;mot_tipo_motor;mot_transmision;seg_act_abs;seg_act_esp;seg_pas_airbags_cnt
data/oem_specs/chevrolet/ficha-tecnica-groove-2025-tld.pdf,21,adas_acc;adas_aeb;adas_bsm;adas_lka;adas_rcta;amen_techo_panoramico;chasis_susp_del;conf_asientos_calefaccion;conf_asientos_ventilacion;info_android_auto;info_apple_carplay;info_camara_360;info_cargador_inalambrico;luces_matriz_led;mot_marchas;mot_tipo_motor;mot_transmision;ruedas_neumatico_medida;seg_act_abs;seg_act_esp;seg_pas_airbags_cnt
data/oem_specs/chevrolet/ficha-tecnica-groove-2026.pdf,21,adas_acc;adas_aeb;adas_bsm;adas_lka;adas_rcta;amen_techo_panoramico;chasis_susp_tras;conf_asientos_calefaccion;conf_asientos_ventilacion;info_android_auto;info_apple_carplay;info_camara_360;info_cargador_inalambrico;luces_matriz_led;mot_marchas;mot_potencia_hp;mot_tipo_motor;mot_traccion;mot_transmision;seg_act_abs;seg_act_esp
data/oem_specs/chevrolet/ficha-tecnica-suburban-2025.pdf,22,adas_acc;adas_aeb;adas_bsm;adas_lka;adas_rcta;amen_techo_panoramico;conf_asientos_calefaccion;conf_asientos_ventilacion;info_android_auto;info_apple_carplay;info_camara_360;info_cargador_inalambrico;info_pantalla_pulg;luces_matriz_led;mot_marchas;mot_potencia_hp;mot_tipo_motor;mot_traccion;mot_transmision;seg_act_abs;seg_act_esp;seg_pas_airbags_cnt
data/oem_specs/chevrolet/manual-de-propietario.pdf,15,adas_acc;adas_aeb;adas_bsm;adas_lka;adas_rcta;amen_techo_panoramico;conf_asientos_calefaccion;conf_asientos_ventilacion;info_android_auto;info_apple_carplay;info_camara_360;info_cargador_inalambrico;luces_matriz_led;seg_act_abs;seg_act_esp
