make,model,version,ano,combinado_kml,consumo_kwh_100km,fuente
GWM,ORA 03,63KWH LUXURY,2024,,12.63,Fuente: usuario (63.14 kWh, 500 km)
GWM,ORA 03,63KWH LUXURY,2025,,12.63,Fuente: usuario (63.14 kWh, 500 km)
