row_idx,make,model,version,ano,msrp,precio_transaccion,msrp_new,precio_transaccion_new,delta_tx
3164,BMW,SERIE 3,325IA PREMIUM,2008,510311.0,,510311.0,510311.0,
3165,BMW,SERIE 3,325I,2008,408686.0,,408686.0,408686.0,
3166,BMW,SERIE 3,325IA,2008,425077.0,,425077.0,425077.0,
3167,BMW,SERIE 3,335I CONVERTIBLE,2008,711376.0,,711376.0,711376.0,
3168,BMW,SERIE 3,335IA CONVERTIBLE,2008,727768.0,,727768.0,727768.0,
3169,BMW,SERIE 3,335I MANUAL M SPORT,2008,606473.0,,606473.0,606473.0,
3170,BMW,SERIE 3,335IA AUTOMTICO M SPORT,2008,622864.0,,622864.0,622864.0,
3171,BMW,SERIE 3,325I MANUAL M SPORT,2008,507033.0,,507033.0,507033.0,
3172,BMW,SERIE 3,325IA AUTOMTICO M SPORT,2008,523424.0,,523424.0,523424.0,
3173,BMW,SERIE 3,M3 COUPE,2008,972542.0,,972542.0,972542.0,
3174,BMW,SERIE 3,335I,2008,579154.0,,579154.0,579154.0,
3175,BMW,SERIE 3,325IA COUPE,2008,529981.0,,529981.0,529981.0,
3176,BMW,SERIE 3,325I CONVERTIBLE,2008,610844.0,,610844.0,610844.0,
3177,BMW,SERIE 3,325IA CONVERTIBLE,2008,627235.0,,627235.0,627235.0,
3178,BMW,SERIE 3,325I COUPE,2008,513590.0,,513590.0,513590.0,
3179,BMW,SERIE 3,335IA COUPE BI-TURBO,2008,625050.0,,625050.0,625050.0,
3180,BMW,SERIE 3,335I COUPE BI-TURBO,2008,608658.0,,608658.0,608658.0,
3181,BMW,SERIE 3,335IA,2008,595545.0,,595545.0,595545.0,
3182,BMW,SERIE 3,335IA,2009,650799.0,,650799.0,650799.0,
3183,BMW,SERIE 3,335I COUPE BI-TURBO,2009,620710.0,,620710.0,620710.0,
3184,BMW,SERIE 3,335IA COUPE BI-TURBO,2009,642998.0,,642998.0,642998.0,
3185,BMW,SERIE 3,325I COUPE,2009,523759.0,,523759.0,523759.0,
3186,BMW,SERIE 3,325IA CONVERTIBLE,2009,639655.0,,639655.0,639655.0,
3187,BMW,SERIE 3,325I CONVERTIBLE,2009,622939.0,,622939.0,622939.0,
3188,BMW,SERIE 3,325IA COUPE,2009,540475.0,,540475.0,540475.0,
3189,BMW,SERIE 3,335I,2009,634083.0,,634083.0,634083.0,
3190,BMW,SERIE 3,M3 COUPE,2009,991799.0,,991799.0,991799.0,
3191,BMW,SERIE 3,325IA AUTOMTICO M SPORT,2009,566106.0,,566106.0,566106.0,
3192,BMW,SERIE 3,M3 SEDAN MT,2009,979541.0,,979541.0,979541.0,
3193,BMW,SERIE 3,M3 SEDAN MT SECUENCIAL,2009,1019659.0,,1019659.0,1019659.0,
3194,BMW,SERIE 3,325I MANUAL M SPORT,2009,549390.0,,549390.0,549390.0,
3195,BMW,SERIE 3,335IA AUTOMTICO M SPORT,2009,677544.0,,677544.0,677544.0,
3196,BMW,SERIE 3,335I MANUAL M SPORT,2009,660828.0,,660828.0,660828.0,
3197,BMW,SERIE 3,335IA CONVERTIBLE,2009,747750.0,,747750.0,747750.0,
3198,BMW,SERIE 3,335I CONVERTIBLE,2009,725462.0,,725462.0,725462.0,
3199,BMW,SERIE 3,325IA,2009,430151.0,,430151.0,430151.0,
3200,BMW,SERIE 3,325I,2009,413435.0,,413435.0,413435.0,
3201,BMW,SERIE 3,M3 CONVERTIBLE MT,2009,1097665.0,,1097665.0,1097665.0,
3202,BMW,SERIE 3,M3 CONVERTIBLE MT SECUENCIAL,2009,1137783.0,,1137783.0,1137783.0,
3203,BMW,SERIE 3,325IA CONVERTIBLE M SPORT,2009,678658.0,,678658.0,678658.0,
3204,BMW,SERIE 3,335IA CONVERTIBLE M SPORT,2009,767809.0,,767809.0,767809.0,
3205,BMW,SERIE 3,325IA COUPE M SPORT,2009,578364.0,,578364.0,578364.0,
3206,BMW,SERIE 3,335IA COUPE M SPORT,2009,666400.0,,666400.0,666400.0,
3207,BMW,SERIE 3,325I CONVERTIBLE M SPORT,2009,661942.0,,661942.0,661942.0,
3208,BMW,SERIE 3,335I CONVERTIBLE M SPORT,2009,745521.0,,745521.0,745521.0,
3209,BMW,SERIE 3,325I COUPE M SPORT,2009,561648.0,,561648.0,561648.0,
3210,BMW,SERIE 3,335I COUPE M SPORT,2009,644112.0,,644112.0,644112.0,
3211,BMW,SERIE 3,M3 COUPE SECUENCIAL,2009,1031917.0,,1031917.0,1031917.0,
3212,BMW,SERIE 3,325I NAVI MT,2009,433494.0,,433494.0,433494.0,
3213,BMW,SERIE 3,325IA NAVI AT,2009,450210.0,,450210.0,450210.0,
3214,BMW,SERIE 3,325IA PREMIUM,2009,556076.0,,556076.0,556076.0,
3215,BMW,SERIE 3,325I PREMIUM,2009,539360.0,,539360.0,539360.0,
3216,BMW,SERIE 3,325IA PROGRESSIVE,2009,530445.0,,530445.0,530445.0,
3217,BMW,SERIE 3,325I PROGRESSIVE,2009,513730.0,,513730.0,513730.0,
3218,BMW,SERIE 3,325I PROGRESSIVE,2010,634421.0,,634421.0,634421.0,
3219,BMW,SERIE 3,325IA PROGRESSIVE,2010,654668.0,,654668.0,654668.0,
3220,BMW,SERIE 3,325I PREMIUM,2010,665467.0,,665467.0,665467.0,
3221,BMW,SERIE 3,325IA PREMIUM,2010,685714.0,,685714.0,685714.0,
3222,BMW,SERIE 3,325IA NAVI AT,2010,557480.0,,557480.0,557480.0,
3223,BMW,SERIE 3,325I NAVI MT,2010,535883.0,,535883.0,535883.0,
3224,BMW,SERIE 3,M3 COUPE SECUENCIAL,2010,1267491.0,,1267491.0,1267491.0,
3225,BMW,SERIE 3,335I COUPE M SPORT,2010,786951.0,,786951.0,786951.0,
3226,BMW,SERIE 3,325I COUPE M SPORT,2010,685714.0,,685714.0,685714.0,
3227,BMW,SERIE 3,335I CONVERTIBLE M SPORT,2010,911136.0,,911136.0,911136.0,
3228,BMW,SERIE 3,325I CONVERTIBLE M SPORT,2010,808549.0,,808549.0,808549.0,
3229,BMW,SERIE 3,335IA COUPE M SPORT,2010,813948.0,,813948.0,813948.0,
3230,BMW,SERIE 3,325IA COUPE M SPORT,2010,707311.0,,707311.0,707311.0,
3231,BMW,SERIE 3,335IA CONVERTIBLE M SPORT,2010,938133.0,,938133.0,938133.0,
3232,BMW,SERIE 3,325IA CONVERTIBLE M SPORT,2010,828796.0,,828796.0,828796.0,
3233,BMW,SERIE 3,M3 CONVERTIBLE MT SECUENCIAL,2010,1397075.0,,1397075.0,1397075.0,
3234,BMW,SERIE 3,M3 CONVERTIBLE MT,2010,1348481.0,,1348481.0,1348481.0,
3235,BMW,SERIE 3,325I,2010,511586.0,,511586.0,511586.0,
3236,BMW,SERIE 3,325IA,2010,533183.0,,533183.0,533183.0,
3237,BMW,SERIE 3,335I CONVERTIBLE,2010,886839.0,,886839.0,886839.0,
3238,BMW,SERIE 3,335IA CONVERTIBLE,2010,913836.0,,913836.0,913836.0,
3239,BMW,SERIE 3,335I MANUAL M SPORT,2010,813948.0,,813948.0,813948.0,
3240,BMW,SERIE 3,335IA AUTOMTICO M SPORT,2010,834196.0,,834196.0,834196.0,
3241,BMW,SERIE 3,325I MANUAL M SPORT,2010,677615.0,,677615.0,677615.0,
3242,BMW,SERIE 3,M3 SEDAN MT SECUENCIAL,2010,1252643.0,,1252643.0,1252643.0,
3243,BMW,SERIE 3,M3 SEDAN MT,2010,1204049.0,,1204049.0,1204049.0,
3244,BMW,SERIE 3,325IA AUTOMTICO M SPORT,2010,697863.0,,697863.0,697863.0,
3245,BMW,SERIE 3,M3 COUPE,2010,1218897.0,,1218897.0,1218897.0,
3246,BMW,SERIE 3,335I,2010,781552.0,,781552.0,781552.0,
3247,BMW,SERIE 3,325IA COUPE,2010,660067.0,,660067.0,660067.0,
3248,BMW,SERIE 3,325I CONVERTIBLE,2010,761305.0,,761305.0,761305.0,
3249,BMW,SERIE 3,325IA CONVERTIBLE,2010,781552.0,,781552.0,781552.0,
3250,BMW,SERIE 3,325I COUPE,2010,639820.0,,639820.0,639820.0,
3251,BMW,SERIE 3,335IA COUPE BI-TURBO,2010,785602.0,,785602.0,785602.0,
3252,BMW,SERIE 3,335I COUPE BI-TURBO,2010,758605.0,,758605.0,758605.0,
3253,BMW,SERIE 3,335IA,2010,801800.0,,801800.0,801800.0,
3351,BMW,SERIE 3,320I M SPORT,2013,549400.0,,549400.0,549400.0,
3352,BMW,SERIE 3,335IA M SPORT,2013,838200.0,,838200.0,838200.0,
3353,BMW,SERIE 3,328IA M SPORT,2013,667000.0,,667000.0,667000.0,
3354,BMW,SERIE 3,335I M SPORT,2013,818200.0,,818200.0,818200.0,
3355,BMW,SERIE 3,328I M SPORT,2013,647000.0,,647000.0,647000.0,
3356,BMW,SERIE 3,320IA M SPORT,2013,569400.0,,569400.0,569400.0,
3365,BMW,SERIE 3,328I,2013,571900.0,,571900.0,571900.0,
3366,BMW,SERIE 3,320IA MODERN LINE,2013,505100.0,,505100.0,505100.0,
3367,BMW,SERIE 3,320IA SPORT LINE,2013,521500.0,,521500.0,521500.0,
3368,BMW,SERIE 3,328IA,2013,591900.0,,591900.0,591900.0,
3369,BMW,SERIE 3,328I LUXURY LINE,2013,592300.0,,592300.0,592300.0,
3370,BMW,SERIE 3,328IA LUXURY LINE,2013,612300.0,,612300.0,612300.0,
3371,BMW,SERIE 3,320IA LUXURY LINE,2013,505100.0,,505100.0,505100.0,
3372,BMW,SERIE 3,320IA,2013,488700.0,,488700.0,488700.0,
3373,BMW,SERIE 3,320I SPORT LINE,2013,501500.0,,501500.0,501500.0,
3374,BMW,SERIE 3,320I MODERN LINE,2013,485100.0,,485100.0,485100.0,
3375,BMW,SERIE 3,320I LUXURY LINE,2013,485100.0,,485100.0,485100.0,
3376,BMW,SERIE 3,320I,2013,468700.0,,468700.0,468700.0,
3377,BMW,SERIE 3,328I MODERN LINE,2013,592300.0,,592300.0,592300.0,
3379,BMW,SERIE 3,328IA MODERN LINE,2013,612300.0,,612300.0,612300.0,
3380,BMW,SERIE 3,328I SPORT LINE,2013,604500.0,,604500.0,604500.0,
3381,BMW,SERIE 3,328IA SPORT LINE,2013,624500.0,,624500.0,624500.0,
3383,BMW,SERIE 3,335I LUXURY LINE,2013,760700.0,,760700.0,760700.0,
3384,BMW,SERIE 3,335IA LUXURY LINE,2013,780700.0,,780700.0,780700.0,
3385,BMW,SERIE 3,335I MODERN LINE,2013,760700.0,,760700.0,760700.0,
3387,BMW,SERIE 3,335IA MODERN LINE,2013,780700.0,,780700.0,780700.0,
3388,BMW,SERIE 3,335I SPORT LINE,2013,779400.0,,779400.0,779400.0,
3389,BMW,SERIE 3,335IA SPORT LINE,2013,799400.0,,799400.0,799400.0,
3600,BMW,SERIE 5,528I,1996,363116.0,,363116.0,363116.0,
3601,BMW,SERIE 5,528I LUXURY PK,1996,408104.0,,408104.0,408104.0,
3602,BMW,SERIE 5,528I LUX PK,1997,527385.0,,527385.0,527385.0,
3603,BMW,SERIE 5,540I LUX PK,1997,627695.0,,627695.0,627695.0,
3611,BMW,SERIE 5,528IA TOP LINE,1999,637556.0,,637556.0,637556.0,
3612,BMW,SERIE 5,540IA LUJO,1999,719024.0,,719024.0,719024.0,
3613,BMW,SERIE 5,540I SPORT,1999,827953.0,,827953.0,827953.0,
3614,BMW,SERIE 5,540IA TOP LINE,1999,796830.0,,796830.0,796830.0,
3615,BMW,SERIE 5,528IA LUJO,1999,567072.0,,567072.0,567072.0,
3616,BMW,SERIE 5,M5,1999,1274654.0,,1274654.0,1274654.0,
3617,BMW,SERIE 5,M5,2000,1330284.0,,1330284.0,1330284.0,
3618,BMW,SERIE 5,528IA LUJO,2000,553131.0,,553131.0,553131.0,
3619,BMW,SERIE 5,540IA TOP LINE,2000,777631.0,,777631.0,777631.0,
3620,BMW,SERIE 5,540IA LUJO,2000,696426.0,,696426.0,696426.0,
3621,BMW,SERIE 5,528IA TOP LINE,2000,626692.0,,626692.0,626692.0,
3622,BMW,SERIE 5,540IA,2001,698859.0,,698859.0,698859.0,
3623,BMW,SERIE 5,M5,2001,1040250.0,,1040250.0,1040250.0,
3624,BMW,SERIE 5,530IA,2001,557007.0,,557007.0,557007.0,
3625,BMW,SERIE 5,525IA,2001,495537.0,,495537.0,495537.0,
3626,BMW,SERIE 5,530IA FORMULA 1,2001,599562.0,,599562.0,599562.0,
3627,BMW,SERIE 5,530IA TOP LINE,2001,604291.0,,604291.0,604291.0,
3628,BMW,SERIE 5,530IA TOP LINE,2002,591902.0,,591902.0,591902.0,
3629,BMW,SERIE 5,525IA TOP LINE,2002,510679.0,,510679.0,510679.0,
3630,BMW,SERIE 5,530IA FRMULA 1,2002,576965.0,,576965.0,576965.0,
3631,BMW,SERIE 5,525IA,2002,489206.0,,489206.0,489206.0,
3632,BMW,SERIE 5,530IA,2002,552691.0,,552691.0,552691.0,
3633,BMW,SERIE 5,M5,2002,1026960.0,,1026960.0,1026960.0,
3634,BMW,SERIE 5,540IA TOP LINE,2002,711403.0,,711403.0,711403.0,
3635,BMW,SERIE 5,525IA FRMULA 1,2002,521882.0,,521882.0,521882.0,
3636,BMW,SERIE 5,540IA LUJO,2002,689930.0,,689930.0,689930.0,
3637,BMW,SERIE 5,540IA FRMULA 1,2002,688063.0,,688063.0,688063.0,
3638,BMW,SERIE 5,540IA,2002,652586.0,,652586.0,652586.0,
3639,BMW,SERIE 5,540IA,2003,652820.0,,652820.0,652820.0,
3640,BMW,SERIE 5,540IA FRMULA 1,2003,677965.0,,677965.0,677965.0,
3641,BMW,SERIE 5,525IA FRMULA 1,2003,531927.0,,531927.0,531927.0,
3642,BMW,SERIE 5,540IA TOP,2003,701177.0,,701177.0,701177.0,
3643,BMW,SERIE 5,M5,2003,1063854.0,,1063854.0,1063854.0,
3644,BMW,SERIE 5,530IA,2003,522256.0,,522256.0,522256.0,
3645,BMW,SERIE 5,525IA,2003,482603.0,,482603.0,482603.0,
3646,BMW,SERIE 5,530IA FRMULA 1,2003,571580.0,,571580.0,571580.0,
3647,BMW,SERIE 5,525IA EDITION EXCLUSIVE,2003,506781.0,,506781.0,506781.0,
3648,BMW,SERIE 5,530IA EDITION EXCLUSIVE,2003,546434.0,,546434.0,546434.0,
3649,BMW,SERIE 5,530IA LUJO,2004,622006.0,,622006.0,622006.0,
3650,BMW,SERIE 5,530I A TOP ACTIVE DYNAMIC,2004,701640.0,,701640.0,701640.0,
3651,BMW,SERIE 5,530I A TOP,2004,666128.0,,666128.0,666128.0,
3652,BMW,SERIE 5,545I A,2004,762980.0,,762980.0,762980.0,
3653,BMW,SERIE 5,545I A ACTIVE DYNAMIC,2004,798492.0,,798492.0,798492.0,
3654,BMW,SERIE 5,545I A TOP,2004,845842.0,,845842.0,845842.0,
3655,BMW,SERIE 5,545I A TOP ACTIVE DYNAMIC,2004,881355.0,,881355.0,881355.0,
3656,BMW,SERIE 5,530I LUJO MT,2004,605864.0,,605864.0,605864.0,
3657,BMW,SERIE 5,530I TOP MT,2004,649986.0,,649986.0,649986.0,
3658,BMW,SERIE 5,545I MT,2004,746838.0,,746838.0,746838.0,
3659,BMW,SERIE 5,545I  ACTIVE DYNAMIC MT,2004,782350.0,,782350.0,782350.0,
3660,BMW,SERIE 5,545I TOP MT,2004,829700.0,,829700.0,829700.0,
3661,BMW,SERIE 5,545I TOP ACTIVE DYNAMIC MT,2004,865213.0,,865213.0,865213.0,
3662,BMW,SERIE 5,530I TOP ACTIVE DYNAMIC MT,2004,685498.0,,685498.0,685498.0,
3663,BMW,SERIE 5,530I TOP ACTIVE DYNAMIC MT,2005,718986.0,,718986.0,718986.0,
3664,BMW,SERIE 5,545I TOP ACTIVE DYNAMIC MT,2005,907480.0,,907480.0,907480.0,
3665,BMW,SERIE 5,545I TOP MT,2005,870232.0,,870232.0,870232.0,
3666,BMW,SERIE 5,545I  ACTIVE DYNAMIC MT,2005,820569.0,,820569.0,820569.0,
3667,BMW,SERIE 5,545I MT,2005,783322.0,,783322.0,783322.0,
3668,BMW,SERIE 5,530I TOP MT,2005,681738.0,,681738.0,681738.0,
3669,BMW,SERIE 5,530I LUJO MT,2005,635461.0,,635461.0,635461.0,
3670,BMW,SERIE 5,545I A TOP ACTIVE DYNAMIC,2005,924410.0,,924410.0,924410.0,
3671,BMW,SERIE 5,545I A TOP,2005,887163.0,,887163.0,887163.0,
3672,BMW,SERIE 5,545I A ACTIVE DYNAMIC,2005,837500.0,,837500.0,837500.0,
3673,BMW,SERIE 5,545I A,2005,800253.0,,800253.0,800253.0,
3674,BMW,SERIE 5,530I A TOP,2005,698669.0,,698669.0,698669.0,
3675,BMW,SERIE 5,530I A TOP ACTIVE DYNAMIC,2005,735916.0,,735916.0,735916.0,
3676,BMW,SERIE 5,530IA LUJO,2005,652392.0,,652392.0,652392.0,
3677,BMW,SERIE 5,530IA LUJO,2006,641392.0,,641392.0,641392.0,
3678,BMW,SERIE 5,530I A TOP ACTIVE DYNAMIC,2006,725241.0,,725241.0,725241.0,
3679,BMW,SERIE 5,530I A TOP,2006,689305.0,,689305.0,689305.0,
3680,BMW,SERIE 5,545I A,2006,772066.0,,772066.0,772066.0,
3681,BMW,SERIE 5,545I A ACTIVE DYNAMIC,2006,808001.0,,808001.0,808001.0,
3682,BMW,SERIE 5,545I A TOP,2006,855915.0,,855915.0,855915.0,
3683,BMW,SERIE 5,545I A TOP ACTIVE DYNAMIC,2006,891850.0,,891850.0,891850.0,
3684,BMW,SERIE 5,525IA LUJO,2006,579321.0,,579321.0,579321.0,
3685,BMW,SERIE 5,525I A TOP,2006,627235.0,,627235.0,627235.0,
3686,BMW,SERIE 5,550IA TOP ACTIVE DYNAMIC,2006,909273.0,,909273.0,909273.0,
3687,BMW,SERIE 5,550IA TOP,2006,873338.0,,873338.0,873338.0,
3688,BMW,SERIE 5,550IA ACTIVE DYNAMIC,2006,829780.0,,829780.0,829780.0,
3689,BMW,SERIE 5,550IA,2006,793845.0,,793845.0,793845.0,
3690,BMW,SERIE 5,550I,2006,777510.0,,777510.0,777510.0,
3691,BMW,SERIE 5,550I ACTIVE DYNAMIC,2006,813446.0,,813446.0,813446.0,
3692,BMW,SERIE 5,550I TOP,2006,857004.0,,857004.0,857004.0,
3693,BMW,SERIE 5,550I TOP ACTIVE DYNAMIC,2006,892939.0,,892939.0,892939.0,
3694,BMW,SERIE 5,M5,2006,1252293.0,,1252293.0,1252293.0,
3695,BMW,SERIE 5,550IA HUD,2006,855915.0,,855915.0,855915.0,
3696,BMW,SERIE 5,550IA HUD ACTIVE DYNAMIC,2006,891850.0,,891850.0,891850.0,
3697,BMW,SERIE 5,525I A FRMULA 1,2006,655548.0,,655548.0,655548.0,
3698,BMW,SERIE 5,530I A FRMULA 1,2006,717618.0,,717618.0,717618.0,
3699,BMW,SERIE 5,550IA FRMULA 1,2006,848292.0,,848292.0,848292.0,
3700,BMW,SERIE 5,550IA FRMULA 1,2007,861366.0,,861366.0,861366.0,
3701,BMW,SERIE 5,550I FRMULA 1 MT,2007,845011.0,,845011.0,845011.0,
3702,BMW,SERIE 5,530I A FRMULA 1,2007,725074.0,,725074.0,725074.0,
3703,BMW,SERIE 5,525I A FRMULA 1,2007,662925.0,,662925.0,662925.0,
3704,BMW,SERIE 5,530I FRMULA 1 MT,2007,708719.0,,708719.0,708719.0,
3705,BMW,SERIE 5,530I TOP MT,2007,680370.0,,680370.0,680370.0,
3706,BMW,SERIE 5,530I TOP ACTIVE DYNAMIC MT,2007,716351.0,,716351.0,716351.0,
3707,BMW,SERIE 5,530I LUJO MT,2007,632395.0,,632395.0,632395.0,
3708,BMW,SERIE 5,525I FRMULA 1 MT,2007,646570.0,,646570.0,646570.0,
3709,BMW,SERIE 5,M5,2007,1280056.0,,1280056.0,1280056.0,
3710,BMW,SERIE 5,525I TOP MT,2007,618221.0,,618221.0,618221.0,
3711,BMW,SERIE 5,525I LUJO MT,2007,570246.0,,570246.0,570246.0,
3712,BMW,SERIE 5,550I TOP ACTIVE DYNAMIC,2007,914793.0,,914793.0,914793.0,
3713,BMW,SERIE 5,550I TOP,2007,878812.0,,878812.0,878812.0,
3714,BMW,SERIE 5,550I ACTIVE DYNAMIC,2007,826475.0,,826475.0,826475.0,
3715,BMW,SERIE 5,550I,2007,790494.0,,790494.0,790494.0,
3716,BMW,SERIE 5,550IA,2007,806849.0,,806849.0,806849.0,
3717,BMW,SERIE 5,550IA ACTIVE DYNAMIC,2007,842831.0,,842831.0,842831.0,
3718,BMW,SERIE 5,550IA TOP,2007,895167.0,,895167.0,895167.0,
3719,BMW,SERIE 5,550IA TOP ACTIVE DYNAMIC,2007,931148.0,,931148.0,931148.0,
3720,BMW,SERIE 5,525I A TOP,2007,634576.0,,634576.0,634576.0,
3721,BMW,SERIE 5,525IA LUJO,2007,586601.0,,586601.0,586601.0,
3722,BMW,SERIE 5,530I A TOP,2007,696725.0,,696725.0,696725.0,
3723,BMW,SERIE 5,530I A TOP ACTIVE DYNAMIC,2007,732706.0,,732706.0,732706.0,
3724,BMW,SERIE 5,530IA LUJO,2007,648751.0,,648751.0,648751.0,
3725,BMW,SERIE 5,530IA LUJO,2008,656739.0,,656739.0,656739.0,
3726,BMW,SERIE 5,530I A TOP ACTIVE DYNAMIC,2008,740880.0,,740880.0,740880.0,
3727,BMW,SERIE 5,530I A TOP,2008,704820.0,,704820.0,704820.0,
3728,BMW,SERIE 5,525IA LUJO,2008,592267.0,,592267.0,592267.0,
3729,BMW,SERIE 5,525I A TOP,2008,640348.0,,640348.0,640348.0,
3730,BMW,SERIE 5,550IA TOP ACTIVE DYNAMIC,2008,939760.0,,939760.0,939760.0,
3731,BMW,SERIE 5,550IA TOP,2008,903699.0,,903699.0,903699.0,
3732,BMW,SERIE 5,550IA ACTIVE DYNAMIC,2008,851248.0,,851248.0,851248.0,
3733,BMW,SERIE 5,550IA,2008,815187.0,,815187.0,815187.0,
3734,BMW,SERIE 5,550I,2008,798796.0,,798796.0,798796.0,
3735,BMW,SERIE 5,550I ACTIVE DYNAMIC,2008,834856.0,,834856.0,834856.0,
3736,BMW,SERIE 5,550I TOP,2008,887308.0,,887308.0,887308.0,
3737,BMW,SERIE 5,550I TOP ACTIVE DYNAMIC,2008,923369.0,,923369.0,923369.0,
3738,BMW,SERIE 5,525I LUJO MT,2008,575876.0,,575876.0,575876.0,
3739,BMW,SERIE 5,525I TOP MT,2008,623957.0,,623957.0,623957.0,
3740,BMW,SERIE 5,M5,2008,1282881.0,,1282881.0,1282881.0,
3741,BMW,SERIE 5,525I FRMULA 1 MT,2008,663296.0,,663296.0,663296.0,
3742,BMW,SERIE 5,530I LUJO MT,2008,640348.0,,640348.0,640348.0,
3743,BMW,SERIE 5,530I TOP ACTIVE DYNAMIC MT,2008,724489.0,,724489.0,724489.0,
3744,BMW,SERIE 5,530I TOP MT,2008,688429.0,,688429.0,688429.0,
3745,BMW,SERIE 5,530I FRMULA 1 MT,2008,726675.0,,726675.0,726675.0,
3746,BMW,SERIE 5,525I A FRMULA 1,2008,679687.0,,679687.0,679687.0,
3747,BMW,SERIE 5,530I A FRMULA 1,2008,743066.0,,743066.0,743066.0,
3748,BMW,SERIE 5,550I FRMULA 1 MT,2008,853433.0,,853433.0,853433.0,
3749,BMW,SERIE 5,550IA FRMULA 1,2008,869824.0,,869824.0,869824.0,
3750,BMW,SERIE 5,550IA FRMULA 1,2009,892619.0,,892619.0,892619.0,
3751,BMW,SERIE 5,550I FRMULA 1 MT,2009,875903.0,,875903.0,875903.0,
3752,BMW,SERIE 5,530I A FRMULA 1,2009,768923.0,,768923.0,768923.0,
3753,BMW,SERIE 5,525I A FRMULA 1,2009,702060.0,,702060.0,702060.0,
3754,BMW,SERIE 5,530I FRMULA 1 MT,2009,752207.0,,752207.0,752207.0,
3755,BMW,SERIE 5,530I TOP MT,2009,702060.0,,702060.0,702060.0,
3756,BMW,SERIE 5,530I TOP ACTIVE DYNAMIC MT,2009,738835.0,,738835.0,738835.0,
3757,BMW,SERIE 5,530I LUJO MT,2009,673086.0,,673086.0,673086.0,
3758,BMW,SERIE 5,525I FRMULA 1 MT,2009,685344.0,,685344.0,685344.0,
3759,BMW,SERIE 5,M5,2009,1308283.0,,1308283.0,1308283.0,
3760,BMW,SERIE 5,525I TOP MT,2009,636312.0,,636312.0,636312.0,
3761,BMW,SERIE 5,525I LUJO MT,2009,588393.0,,588393.0,588393.0,
3762,BMW,SERIE 5,550I TOP ACTIVE DYNAMIC,2009,941652.0,,941652.0,941652.0,
3763,BMW,SERIE 5,550I TOP,2009,904877.0,,904877.0,904877.0,
3764,BMW,SERIE 5,550I ACTIVE DYNAMIC,2009,851387.0,,851387.0,851387.0,
3765,BMW,SERIE 5,550I,2009,814613.0,,814613.0,814613.0,
3766,BMW,SERIE 5,550IA,2009,831328.0,,831328.0,831328.0,
3767,BMW,SERIE 5,550IA ACTIVE DYNAMIC,2009,868103.0,,868103.0,868103.0,
3768,BMW,SERIE 5,550IA TOP,2009,921593.0,,921593.0,921593.0,
3769,BMW,SERIE 5,550IA TOP ACTIVE DYNAMIC,2009,958368.0,,958368.0,958368.0,
3770,BMW,SERIE 5,525I A TOP,2009,653027.0,,653027.0,653027.0,
3771,BMW,SERIE 5,525IA LUJO,2009,605109.0,,605109.0,605109.0,
3772,BMW,SERIE 5,530I A TOP,2009,718776.0,,718776.0,718776.0,
3773,BMW,SERIE 5,530I A TOP ACTIVE DYNAMIC,2009,755550.0,,755550.0,755550.0,
3774,BMW,SERIE 5,530IA LUJO,2009,689802.0,,689802.0,689802.0,
3775,BMW,SERIE 5,530IA LUJO,2010,842295.0,,842295.0,842295.0,
3776,BMW,SERIE 5,530I A TOP ACTIVE DYNAMIC,2010,923284.0,,923284.0,923284.0,
3777,BMW,SERIE 5,530I A TOP,2010,878740.0,,878740.0,878740.0,
3778,BMW,SERIE 5,525IA LUJO,2010,739707.0,,739707.0,739707.0,
3779,BMW,SERIE 5,525I A TOP,2010,797750.0,,797750.0,797750.0,
3780,BMW,SERIE 5,550IA TOP ACTIVE DYNAMIC,2010,1170303.0,,1170303.0,1170303.0,
3781,BMW,SERIE 5,550IA TOP,2010,1125759.0,,1125759.0,1125759.0,
3782,BMW,SERIE 5,550IA ACTIVE DYNAMIC,2010,1060967.0,,1060967.0,1060967.0,
3783,BMW,SERIE 5,550IA,2010,1016423.0,,1016423.0,1016423.0,
3784,BMW,SERIE 5,550I,2010,996175.0,,996175.0,996175.0,
3785,BMW,SERIE 5,550I ACTIVE DYNAMIC,2010,1040720.0,,1040720.0,1040720.0,
3786,BMW,SERIE 5,550I TOP,2010,1105512.0,,1105512.0,1105512.0,
3787,BMW,SERIE 5,550I TOP ACTIVE DYNAMIC,2010,1150056.0,,1150056.0,1150056.0,
3788,BMW,SERIE 5,525I LUJO MT,2010,719460.0,,719460.0,719460.0,
3789,BMW,SERIE 5,525I TOP MT,2010,777503.0,,777503.0,777503.0,
3790,BMW,SERIE 5,M5,2010,1604949.0,,1604949.0,1604949.0,
3791,BMW,SERIE 5,525I FRMULA 1 MT,2010,836895.0,,836895.0,836895.0,
3792,BMW,SERIE 5,530I LUJO MT,2010,822047.0,,822047.0,822047.0,
3793,BMW,SERIE 5,530I TOP ACTIVE DYNAMIC MT,2010,903037.0,,903037.0,903037.0,
3794,BMW,SERIE 5,530I TOP MT,2010,858493.0,,858493.0,858493.0,
3795,BMW,SERIE 5,530I FRMULA 1 MT,2010,919235.0,,919235.0,919235.0,
3796,BMW,SERIE 5,525I A FRMULA 1,2010,857143.0,,857143.0,857143.0,
3797,BMW,SERIE 5,530I A FRMULA 1,2010,939482.0,,939482.0,939482.0,
