beta_own,beta_cross,r2,n_obs,nota
-2.5652916086204574,1.8755719173762169,0.0032723997455142984,25520,Ventas estimadas con base en ventas reales por versión enlazadas al catálogo; precios nominales (sin deflactar) salvo se indique lo contrario.
