brand,model,page_url,msrp_mxn,bono_mxn,tasa_pct,meses_sin_intereses,enganche_pct,mensualidad_mxn,seguro_gratis,servicios_gratis,vigencia
HONDA,PROMOCIONES,https://www.honda.mx/promos,"$10,000",,,,,,0,0,00-36-88
