brand,model,page_url,msrp_mxn,bono_mxn,tasa_pct,meses_sin_intereses,enganche_pct,mensualidad_mxn,seguro_gratis,servicios_gratis,vigencia
BYD,,https://www.byd.com/mx/service-maintenance/precios-de-mantenimiento,,,,,,,0,0,
