Make,Model,Version_sales,match_make,match_model,match_version,match_ano,msrp,precio_transaccion,hp,equipment_score,units
FORD,RANGER,2.5 XL CREW CAB,FORD,RANGER,XL CREW CAB GASOLINA 2.5L MT 4X2 HIGH RI,2022.0,584000.0,584000.0,164.0,1.0,18.0
MINI,MINI,1.5 COOPER CLASSIC,MINI,MINI,3 DOOR COOPER CHILI,2021.0,522000.0,522000.0,136.0,2.0,4810.0
MINI,MINI,2.0 COOPER S CLASSIC,MINI,MINI,3 DOOR COOPER S CHILI,2021.0,584000.0,584000.0,192.0,1.0,2294.0
NISSAN,X-TRAIL,2.5 ADVANCE 2 ROW CVT,NISSAN,X-TRAIL,ADVANCE 2 ROW 22,2022.0,658900.0,635018.0,169.0,2.0,594.0
NISSAN,X-TRAIL,(O)2.5 ADVANCE 2 ROW CVT,NISSAN,X-TRAIL,ADVANCE 2 ROW 23,2023.0,689900.0,666900.0,181.0,4.0,1093.0
NISSAN,X-TRAIL,(O)2.5 ADVANCE 2 ROW CVT,NISSAN,X-TRAIL,ADVANCE 2 ROW 24,2024.0,691900.0,636900.0,181.0,4.0,1765.0
CHEVROLET,SUBURBAN,(O)5.3 LT C AUTO,CHEVROLET,SUBURBAN,LT C,2022.0,1696900.0,1696900.0,355.0,2.0,47.0
CHEVROLET,SUBURBAN,5.3 LT C AUTO,CHEVROLET,SUBURBAN,LT C,2023.0,1816600.0,1656600.0,355.0,2.0,32.0
CHEVROLET,SUBURBAN,5.3 LT C AUTO,CHEVROLET,SUBURBAN,LT C,2024.0,1882900.0,1752900.0,355.0,2.0,78.0
NISSAN,ALTIMA,(O)2.5 SENSE CVT,NISSAN,ALTIMA,SENSE 2.5L 22,2022.0,627900.0,602900.0,181.0,2.0,216.0
JEEP,WRANGLER,3.6 RUBICON AUTO 4WD,JEEP,WRANGLER,RUBICON ETORQUE MILD-HYBRID,2022.0,1126900.0,1126900.0,285.0,4.0,63.0
JEEP,WRANGLER,3.6 MHEV RUBICON AUTO 4WD,JEEP,WRANGLER,RUBICON ETORQUE MILD-HYBRID,2023.0,1204900.0,1204900.0,285.0,3.0,107.0
JEEP,WRANGLER,3.6 MHEV RUBICON AUTO 4WD,JEEP,WRANGLER,RUBICON V6 4X4,2024.0,1327900.0,1227900.0,285.0,3.0,216.0
HONDA,PILOT,3.5 TOURING AUTO,HONDA,PILOT,TOURING,2022.0,1029900.0,1029900.0,280.0,2.0,185.0
HONDA,PILOT,(O)3.5 TOURING AUTO,HONDA,PILOT,TOURING,2023.0,1159900.0,1159900.0,285.0,6.0,70.0
HONDA,PILOT,(O)3.5 TOURING AUTO,HONDA,PILOT,TOURING,2024.0,1165900.0,1165900.0,285.0,6.0,427.0
MINI,MINI,2.0 COOPER S CLASSIC DCT,MINI,MINI,3 DOOR COOPER S SALT AT,2021.0,578000.0,578000.0,192.0,2.0,619.0
MINI,MINI,2.0 JOHN COOPER WORKS ICONIC AUTO,MINI,MINI,3 DOOR COOPER S CHILI AT,2021.0,626000.0,626000.0,192.0,2.0,19336.0
FORD,RANGER,2.5 XLT CREW CAB,FORD,RANGER,XLT CREW CAB GASOLINA 2.5L MT 4X2 HIGH R,2022.0,634000.0,634000.0,164.0,1.0,1366.0
TOYOTA,HILUX,2.7 BASE DOBLE CABINA,TOYOTA,HILUX,D-CAB SR,2022.0,511500.0,511500.0,166.0,2.0,275.0
TOYOTA,HILUX,(O)2.7 SR DOBLE CABINA,TOYOTA,HILUX,D-CAB SR,2023.0,557000.0,557000.0,166.0,2.0,1889.0
TOYOTA,HILUX,(O)2.7 BASE DOBLE CABINA,TOYOTA,HILUX,D-CAB SR,2024.0,584200.0,584200.0,166.0,2.0,4937.0
NISSAN,KICKS,(O)1.2 HEV ADVANCE E-POWER,NISSAN,KICKS,ADVANCE CVT,2025.0,550900.0,550900.0,142.0,2.0,690.0
VOLVO,XC60,(O)2.0 T8 PHEV ULTIMATE DARK RCHG AUTO A,VOLVO,XC60,RECHARGE ULTIMATE DARK T8 E AWD,2024.0,1499900.0,1499900.0,462.0,3.0,172.0
SUZUKI,JIMNY,(O)1.5 GLX AUTO 4WD,SUZUKI,JIMNY,GLX AT,2023.0,459990.0,459990.0,102.0,3.0,82.0
SUZUKI,JIMNY,(O)1.5 GLX AUTO 4WD VERDE OBSESION,SUZUKI,JIMNY,GLX AT BITONO,2023.0,464990.0,464990.0,102.0,3.0,3338.0
SUZUKI,JIMNY,1.5 GLX 4WD VERDE OBSESION,SUZUKI,JIMNY,GLX MT BITONO,2023.0,444990.0,444990.0,102.0,3.0,1950.0
RAM,700,(O)1.3 SLT CREW CAB,RAM,700,SLT CREW CAB,2022.0,279900.0,279900.0,98.0,0.0,877.0
RAM,700,(O)1.3 BIGHORN CREW CAB,RAM,700,BIGHORN CREW CAB,2022.0,296900.0,296900.0,98.0,2.0,457.0
RAM,700,1.3 LARAMIE CREW CAB CVT,RAM,700,LARAMIE CREW CAB,2022.0,344900.0,344900.0,98.0,2.0,410.0
SUBARU,CROSSTREK,2.0 PREMIUM PLUS CVT AWD,SUBARU,CROSSTREK,2.0I PREMIUM PLUS CVT,2024.0,589900.0,,,0.0,2474.0
VOLVO,XC90,(O)2.0 B6 MHEV PLUS AUTO AWD,VOLVO,XC90,RECHARGE PLUS T8 E AWD,2024.0,1749900.0,1749900.0,462.0,3.0,361.0
VOLVO,XC60,(O)2.0 B6 MHEV ULTIMATE AUTO AWD,VOLVO,XC60,RECHARGE ULTIMATE T8 E AWD,2024.0,1454900.0,1454900.0,462.0,3.0,35.0
VOLVO,XC90,(O)2.0 T8 PHEV ULTIMATE DARK RCHG AUTO A,VOLVO,XC90,RECHARGE ULTIMATE DARK T8 E AWD,2024.0,1889900.0,1889900.0,462.0,4.0,280.0
TOYOTA,PRIUS,(O)1.8 HEV PREMIUM AUTO,TOYOTA,PRIUS,PREMIUM,2023.0,543900.0,543900.0,138.0,3.0,1055.0
TOYOTA,PRIUS,(O)1.8 HEV BASE AUTO,TOYOTA,PRIUS,BASE,2023.0,469900.0,469900.0,138.0,2.0,248.0
SUBARU,CROSSTREK,2.0 LIMITED CVT AWD,SUBARU,CROSSTREK,2.0I LIMITED CVT,2024.0,629900.0,629900.0,154.0,4.0,3888.0
AUDI,A7,4.0 MHEV RS 7 PERFORMANCE AUTO 4WD,AUDI,A7,3.0 MHEV SB 55 TFSI ELITE QUATTRO,2020.0,1309900.0,1296801.0,340.0,5.0,81.0
AUDI,A7,2.9 MHEV TFSI S7 AUTO 4WD,AUDI,A7,3.0 MHEV SB 55 TFSI S LINE QUATTRO,2020.0,1359900.0,1346301.0,340.0,5.0,1156.0
NISSAN,MARCH,1.6 ADVANCE AUTO,NISSAN,MARCH,ADVANCE TA 22,2022.0,296900.0,284810.0,106.0,2.0,1051.0
NISSAN,MARCH,(O)1.6 ADVANCE AUTO,NISSAN,MARCH,ADVANCE TA 23,2023.0,311900.0,292900.0,106.0,2.0,297.0
NISSAN,MARCH,(O)1.6 ADVANCE AUTO,NISSAN,MARCH,ADVANCE TA 24,2024.0,332900.0,302900.0,106.0,3.0,2255.0
NISSAN,MARCH,1.6 ADVANCE,NISSAN,MARCH,ADVANCE TM 22,2022.0,273900.0,261810.0,106.0,2.0,2232.0
NISSAN,MARCH,(O)1.6 ADVANCE,NISSAN,MARCH,ADVANCE TM 23,2023.0,288900.0,274900.0,106.0,2.0,2683.0
NISSAN,MARCH,(O)1.6 ADVANCE,NISSAN,MARCH,ADVANCE TM 24,2024.0,309900.0,279900.0,106.0,3.0,4079.0
NISSAN,MARCH,1.6 SENSE,NISSAN,MARCH,SENSE TM 22,2022.0,245900.0,233810.0,106.0,0.0,284.0
NISSAN,MARCH,(O)1.6 SENSE,NISSAN,MARCH,SENSE TM 23,2023.0,259900.0,245900.0,106.0,0.0,687.0
NISSAN,MARCH,(O)1.6 SENSE,NISSAN,MARCH,SENSE TM 24,2024.0,281900.0,251900.0,106.0,1.0,4076.0
GMC,SIERRA,5.3 SLE F REG CAB AUTO 4WD,GMC,SIERRA,SLE F REG CAB,2022.0,1005900.0,1005900.0,355.0,3.0,2.0
GMC,SIERRA,5.3 SLE F REG CAB AUTO 4WD,GMC,SIERRA,SLE F REG CAB,2023.0,1168400.0,1168400.0,355.0,3.0,182.0
GMC,SIERRA,5.3 SLE F REG CAB AUTO 4WD,GMC,SIERRA,SLE F REG CAB,2024.0,1213400.0,1153400.0,355.0,3.0,481.0
PORSCHE,PANAMERA,2.9 V6 PLATINUM EDITION DCT,PORSCHE,PANAMERA,V6 PDK,2024.0,2158000.0,2158000.0,330.0,4.0,636.0
NISSAN,VERSA,(O)1.6 ADVANCE CVT,NISSAN,VERSA,ADVANCE CVT 22,2022.0,359900.0,351420.0,118.0,2.0,2041.0
NISSAN,VERSA,(O)1.6 ADVANCE CVT,NISSAN,VERSA,ADVANCE CVT 23,2023.0,386900.0,373866.0,118.0,2.0,1066.0
NISSAN,VERSA,(O)1.6 ADVANCE CVT,NISSAN,VERSA,ADVANCE CVT 24,2024.0,405900.0,336900.0,118.0,2.0,5271.0
NISSAN,VERSA,(O)1.6 ADVANCE,NISSAN,VERSA,ADVANCE MT 22,2022.0,343900.0,335420.0,118.0,2.0,2840.0
NISSAN,VERSA,(O)1.6 ADVANCE,NISSAN,VERSA,ADVANCE MT 23,2023.0,370900.0,357866.0,118.0,2.0,7268.0
NISSAN,VERSA,(O)1.6 ADVANCE,NISSAN,VERSA,ADVANCE MT 24,2024.0,385900.0,320300.0,118.0,2.0,15525.0
NISSAN,VERSA,(O)1.6 SENSE CVT,NISSAN,VERSA,SENSE CVT 22,2022.0,322900.0,314420.0,118.0,0.0,1521.0
NISSAN,VERSA,(O)1.6 SENSE CVT,NISSAN,VERSA,SENSE CVT 23,2023.0,345900.0,332866.0,118.0,2.0,525.0
NISSAN,VERSA,(O)1.6 SENSE CVT,NISSAN,VERSA,SENSE CVT 24,2024.0,364900.0,324900.0,118.0,2.0,5716.0
NISSAN,VERSA,1.6 SENSE,NISSAN,VERSA,SENSE MT 22,2022.0,303900.0,295420.0,118.0,0.0,745.0
NISSAN,VERSA,(O)1.6 SENSE,NISSAN,VERSA,SENSE MT 23,2023.0,328900.0,315866.0,118.0,2.0,3104.0
NISSAN,VERSA,(O)1.6 SENSE,NISSAN,VERSA,SENSE MT 24,2024.0,347900.0,312900.0,118.0,2.0,11616.0
FORD,F-150,5.0 XL CREW CAB AUTO 4WD,FORD,F-150,XL 4X4 DOBLE CABINA 5.0L V8 AT,2022.0,1025000.0,1025000.0,400.0,2.0,637.0
MAZDA,MAZDA2,(O)1.5 I SPORT SEDAN,MAZDA,MAZDA2,SPORT T/M,2012.0,203700.0,203700.0,102.0,0.0,2030.0
INFINITI,QX80,5.6 7 PASAJEROS AUTO 4WD,INFINITI,QX80,5.6 4WD TA 7 PASAJEROS 22,2022.0,1819900.0,1819900.0,400.0,3.0,271.0
INFINITI,QX80,5.6 7 PASAJEROS AUTO 4WD,INFINITI,QX80,5.6 4WD TA 7 PASAJEROS 24,2024.0,1969900.0,1709900.0,400.0,3.0,5.0
INFINITI,QX80,3.5 SENSORY 7 PASAJEROS AUTO 4WD,INFINITI,QX80,3.5L SENSORY 4WD TA 7 PASAJEROS 25,2025.0,2494900.0,2494900.0,450.0,6.0,68.0
TOYOTA,HILUX,2.8 DIESEL 4WD DOBLE CABINA,TOYOTA,HILUX,D-CAB BASE,2023.0,514000.0,514000.0,166.0,2.0,608.0
TOYOTA,HILUX,(O)2.8 DIESEL 4WD DOBLE CABINA,TOYOTA,HILUX,D-CAB BASE,2024.0,541100.0,541100.0,166.0,2.0,1884.0
SUZUKI,SWIFT,(O)1.2 GLS CVT,SUZUKI,SWIFT,GLS CVT,2023.0,324990.0,324990.0,82.0,1.0,1952.0
SUZUKI,SWIFT,(O)1.2 GLS CVT,SUZUKI,SWIFT,GLS CVT,2024.0,324990.0,324990.0,82.0,1.0,363.0
SUZUKI,SWIFT,1.2 MHEV BOOSTERGREEN GLS CVT,SUZUKI,SWIFT,BOOSTERGREEN GLS CVT,2025.0,354990.0,354990.0,81.0,4.0,964.0
CHEVROLET,BEAT,(O)1.2 ACTIV F,CHEVROLET,BEAT,ACTIV F TM,2020.0,220200.0,196700.0,81.0,0.0,3.0
GMC,ACADIA,3.6 DENALI G AUTO 4WD,GMC,ACADIA,DENALI E,2022.0,1169400.0,1169400.0,310.0,4.0,15.0
GMC,ACADIA,3.6 DENALI G AUTO 4WD,GMC,ACADIA,DENALI G,2023.0,1285900.0,1205900.0,310.0,4.0,76.0
AUDI,A5,2.0 MHEV SB 45 TFSI S LINE DCT 4WD,AUDI,A5,SB 45 TFSI S LINE QUATTRO,2019.0,914900.0,786814.0,252.0,3.0,1404.0
SEAT,ARONA,1.6 XPERIENCE AUTO,SEAT,ARONA,XPERIENCE,2022.0,445900.0,445900.0,110.0,3.0,1026.0
NISSAN,MARCH,1.6 SENSE AUTO,NISSAN,MARCH,SENSE TA 22,2022.0,266900.0,254810.0,106.0,0.0,1336.0
NISSAN,MARCH,(O)1.6 SENSE AUTO,NISSAN,MARCH,SENSE TA 23,2023.0,281900.0,262900.0,106.0,0.0,8326.0
NISSAN,MARCH,(O)1.6 SENSE AUTO,NISSAN,MARCH,SENSE TA 24,2024.0,303900.0,273900.0,106.0,1.0,5708.0
AUDI,A1,2.0 SB 40 TFSI S LINE DCT,AUDI,A1,SB 40 TFSI S LINE S TRONIC,2022.0,679900.0,669702.0,200.0,4.0,88.0
AUDI,A1,2.0 SB 40 TFSI S LINE DCT,AUDI,A1,SB 40 TFSI S LINE S TRONIC,2023.0,709900.0,674405.0,200.0,3.0,128.0
AUDI,A1,(O)2.0 SB 40 TFSI S LINE DCT,AUDI,A1,SB 40 TFSI S LINE S TRONIC,2024.0,744900.0,682328.0,200.0,4.0,177.0
AUDI,A1,1.5 SB 35 TFSI EGO DCT,AUDI,A1,SB 35 TFSI EGO S TRONIC,2022.0,594900.0,585977.0,150.0,4.0,113.0
AUDI,A1,(O)1.5 SB 35 TFSI EGO DCT,AUDI,A1,SB 35 TFSI EGO S TRONIC,2023.0,624900.0,593655.0,150.0,4.0,58.0
AUDI,A1,1.5 SB 35 TFSI EGO DCT,AUDI,A1,SB 35 TFSI EGO S TRONIC,2024.0,659900.0,604468.0,150.0,4.0,25.0
AUDI,A1,1.0 SB 30 TFSI URBAN DCT,AUDI,A1,SB 30 TFSI EGO S TRONIC,2025.0,649900.0,623904.0,116.0,5.0,79.0
AUDI,A1,1.0 SB 30 TFSI COOL DCT,AUDI,A1,SB 30 TFSI COOL S TRONIC,2022.0,534900.0,526877.0,116.0,4.0,6.0
AUDI,A1,(O)1.0 SB 30 TFSI COOL DCT,AUDI,A1,SB 30 TFSI COOL S TRONIC,2023.0,564900.0,536655.0,116.0,4.0,28.0
AUDI,A1,1.0 SB 30 TFSI COOL DCT,AUDI,A1,SB 30 TFSI COOL S TRONIC,2024.0,609900.0,558668.0,116.0,4.0,58.0
AUDI,Q3,2.0 40 TFSI SELECT DCT 4WD,AUDI,Q3,40 TFSI SELECT S TRONIC QUATTRO,2022.0,869900.0,844718.0,180.0,4.0,1.0
AUDI,Q3,(O)2.0 40 TFSI SELECT DCT 4WD,AUDI,Q3,40 TFSI SELECT S TRONIC QUATTRO,2023.0,909900.0,882603.0,180.0,4.0,15.0
AUDI,Q3,2.0 40 TFSI SELECT DCT 4WD,AUDI,Q3,40 TFSI SELECT S TRONIC QUATTRO,2024.0,964900.0,828224.0,180.0,4.0,16.0
AUDI,A6,2.9 MHEV TFSI S6 AUTO 4WD,AUDI,A6,MHEV 35 TFSI S LINE S TRONIC QUATTRO,2022.0,1459900.0,1424937.0,340.0,5.0,31.0
AUDI,A6,3.0 MHEV 55 TFSI S LINE DCT 4WD,AUDI,A6,MHEV 35 TFSI S LINE S TRONIC QUATTRO,2023.0,1524900.0,1433406.0,340.0,5.0,169.0
NISSAN,VERSA,1.6 EXCLUSIVE CVT,NISSAN,VERSA,EXCLUSIVE CVT 22,2022.0,371900.0,363420.0,118.0,2.0,697.0
NISSAN,VERSA,(O)1.6 EXCLUSIVE CVT,NISSAN,VERSA,EXCLUSIVE CVT 23,2023.0,405900.0,392866.0,118.0,3.0,535.0
NISSAN,VERSA,(O)1.6 EXCLUSIVE CVT,NISSAN,VERSA,EXCLUSIVE CVT 24,2024.0,438900.0,351100.0,118.0,3.0,939.0
NISSAN,SENTRA,2.0 SR PLATINUM CVT,NISSAN,SENTRA,PLATINUM CVT 22,2022.0,511900.0,496179.0,145.0,3.0,4072.0
NISSAN,SENTRA,(O)2.0 SR PLATINUM CVT,NISSAN,SENTRA,PLATINUM CVT 23,2023.0,522900.0,495744.0,145.0,3.0,9557.0
NISSAN,SENTRA,(O)2.0 SR PLATINUM CVT,NISSAN,SENTRA,PLATINUM CVT 24,2024.0,552900.0,442320.0,145.0,3.0,2762.0
NISSAN,SENTRA,2.0 ADVANCE,NISSAN,SENTRA,ADVANCE TM 22,2022.0,411900.0,396179.0,145.0,2.0,2360.0
NISSAN,SENTRA,(O)2.0 ADVANCE,NISSAN,SENTRA,ADVANCE TM 23,2023.0,427900.0,400744.0,145.0,2.0,2634.0
NISSAN,SENTRA,(O)2.0 ADVANCE,NISSAN,SENTRA,ADVANCE TM 24,2024.0,448900.0,358000.0,145.0,2.0,2374.0
NISSAN,SENTRA,2.0 ADVANCE CVT,NISSAN,SENTRA,ADVANCE CVT 22,2022.0,433900.0,418179.0,145.0,2.0,1596.0
NISSAN,SENTRA,(O)2.0 ADVANCE CVT,NISSAN,SENTRA,ADVANCE CVT 23,2023.0,449900.0,422744.0,145.0,2.0,2231.0
NISSAN,SENTRA,2.0 ADVANCE CVT,NISSAN,SENTRA,ADVANCE CVT 24,2024.0,470900.0,375000.0,145.0,2.0,1904.0
NISSAN,SENTRA,2.0 SENSE CVT,NISSAN,SENTRA,SENSE CVT 22,2022.0,393900.0,378179.0,145.0,2.0,1463.0
NISSAN,SENTRA,(O)2.0 SENSE CVT,NISSAN,SENTRA,SENSE CVT 23,2023.0,407900.0,380744.0,145.0,2.0,3443.0
NISSAN,SENTRA,(O)2.0 SENSE CVT,NISSAN,SENTRA,SENSE CVT 24,2024.0,431900.0,343400.0,145.0,2.0,3138.0
NISSAN,SENTRA,(O)2.0 SENSE,NISSAN,SENTRA,SENSE TM 22,2022.0,373900.0,358179.0,145.0,2.0,71.0
NISSAN,SENTRA,(O)2.0 SENSE,NISSAN,SENTRA,SENSE TM 23,2023.0,385900.0,358744.0,145.0,2.0,128.0
NISSAN,SENTRA,(O)2.0 SENSE,NISSAN,SENTRA,SENSE TM 24,2024.0,409900.0,328100.0,145.0,2.0,1391.0
CHEVROLET,TRAX,1.2 RS C AUTO,CHEVROLET,TRAX,PREMIER C,2020.0,408900.0,375000.0,140.0,2.0,1305.0
CHEVROLET,TRACKER,1.2 PREMIER D AUTO,CHEVROLET,TRACKER,PREMIER D,2022.0,480900.0,480900.0,130.0,4.0,964.0
CHEVROLET,TRACKER,(O)1.2 PREMIER D AUTO,CHEVROLET,TRACKER,PREMIER K,2024.0,542700.0,499900.0,130.0,3.0,432.0
CHEVROLET,TRAX,1.2 LT B AUTO,CHEVROLET,TRAX,LT B,2020.0,370900.0,343400.0,140.0,2.0,877.0
CHEVROLET,TRACKER,1.2 LT C2&G AUTO,CHEVROLET,TRACKER,LT C,2022.0,435100.0,435100.0,130.0,2.0,120.0
CHEVROLET,TRACKER,(O)1.2 LT C AUTO,CHEVROLET,TRACKER,LT C,2023.0,468900.0,468900.0,130.0,2.0,21.0
CHEVROLET,TRACKER,1.2 LT C AUTO,CHEVROLET,TRACKER,LT C,2024.0,482900.0,452900.0,130.0,2.0,792.0
CHEVROLET,TRAX,1.2 LS A AUTO,CHEVROLET,TRAX,LS A,2020.0,338900.0,315600.0,140.0,0.0,350.0
CHEVROLET,TRACKER,1.2 LS A2&E,CHEVROLET,TRACKER,LS A,2022.0,378400.0,378400.0,130.0,2.0,16.0
CHEVROLET,TRACKER,(O)1.2 LS A,CHEVROLET,TRACKER,LS A,2023.0,413600.0,413600.0,130.0,2.0,34.0
CHEVROLET,TRACKER,1.2 LS A,CHEVROLET,TRACKER,LS A,2024.0,422400.0,412400.0,130.0,2.0,837.0
HONDA,ACCORD,2.0 TOURING AUTO,HONDA,ACCORD,TOURING,2022.0,779900.0,779900.0,247.0,4.0,74.0
HONDA,ACCORD,2.0 HEV TOURING CVT,HONDA,ACCORD,HYBRID TOURING HEV,2023.0,889900.0,889900.0,204.0,5.0,230.0
HONDA,ACCORD,(O)2.0 HEV TOURING CVT,HONDA,ACCORD,HYBRID TOURING HEV,2024.0,895900.0,895900.0,204.0,5.0,256.0
NISSAN,PATHFINDER,3.5 EXCLUSIVE XTRONIC,NISSAN,PATHFINDER,EXCLUSIVE 2WD 23,2023.0,1240900.0,1040900.0,270.0,3.0,2270.0
NISSAN,PATHFINDER,(O)3.5 ADVANCE XTRONIC,NISSAN,PATHFINDER,EXCLUSIVE 2WD 24,2024.0,1257900.0,975700.0,270.0,6.0,4497.0
NISSAN,PATHFINDER,(O)3.5 ADVANCE XTRONIC,NISSAN,PATHFINDER,ADVANCE 2WD 23,2023.0,1144900.0,944900.0,270.0,3.0,3150.0
TOYOTA,HILUX,(O)2.7 CABINA SENCILLA,TOYOTA,HILUX,C-CAB CHASIS,2023.0,462000.0,462000.0,166.0,0.0,123.0
TOYOTA,HILUX,(O)2.7 CABINA SENCILLA,TOYOTA,HILUX,CHASIS CABINA,2025.0,495400.0,495400.0,164.0,3.0,1597.0
INFINITI,QX80,5.6 8 PASAJEROS AUTO 4WD,INFINITI,QX80,5.6 4WD TA 8 PASAJEROS 22,2022.0,1819900.0,1819900.0,400.0,3.0,276.0
INFINITI,QX80,3.5 SENSORY 8 PASAJEROS AUTO 4WD,INFINITI,QX80,3.5L SENSORY 4WD TA 8 PASAJEROS 25,2025.0,2494900.0,2494900.0,450.0,6.0,53.0
VOLKSWAGEN,TIGUAN,1.4 TRENDLINE PLUS DCT,VOLKSWAGEN,TIGUAN,TRENDLINE PLUS,2022.0,549990.0,549990.0,150.0,4.0,30.0
VOLKSWAGEN,TIGUAN,(O)1.4 TRENDLINE PLUS DCT,VOLKSWAGEN,TIGUAN,TRENDLINE PLUS,2023.0,574990.0,574990.0,150.0,3.0,114.0
VOLKSWAGEN,TIGUAN,(O)1.4 TRENDLINE PLUS DCT,VOLKSWAGEN,TIGUAN,TRENDLINE PLUS,2024.0,592070.0,529937.0,150.0,4.0,731.0
RAM,RAM 2500,6.4 SLT HD TRABAJO CREW CAB 4WD V8 AUTO,RAM,RAM 2500,SLT HD 6.4 CREW CAB 4X4 V8 6AT,2022.0,1099900.0,1099900.0,410.0,2.0,764.0
MAZDA,MAZDA2,(O)1.5 I SPORT AUTO,MAZDA,MAZDA2,SPORT T/A,2013.0,192900.0,192900.0,102.0,0.0,5192.0
SEAT,IBIZA,(O)1.6 FR,SEAT,IBIZA,FR 1.6T,2022.0,390900.0,390900.0,110.0,3.0,152.0
SEAT,IBIZA,(O)1.6 FR,SEAT,IBIZA,FR 1.6T,2023.0,411900.0,403900.0,110.0,3.0,2052.0
SEAT,IBIZA,(O)1.6 FR,SEAT,IBIZA,FR 1.6T,2024.0,399900.0,346900.0,110.0,3.0,1391.0
LAND ROVER,RANGE ROVER,4.4 P530 AUTOBIOGRAPHY AUTO AWD,LAND ROVER,RANGE ROVER,AUTOBIOGRAPHY V8 GASOLINA 530PS,2023.0,4484900.0,4484900.0,530.0,5.0,4999.0
JEEP,GRAND CHEROKEE,3.6 ALTITUDE AUTO,JEEP,GRAND CHEROKEE,LIMITED LUJO V6,2022.0,1016900.0,1016900.0,295.0,3.0,23.0
SUZUKI,SWIFT,1.2 GLX CVT,SUZUKI,SWIFT,GLX CVT,2023.0,364990.0,364990.0,82.0,3.0,341.0
SUZUKI,SWIFT,(O)1.2 GLX CVT,SUZUKI,SWIFT,GLX CVT,2024.0,359990.0,359990.0,82.0,3.0,130.0
SUZUKI,SWIFT,1.2 MHEV BOOSTERGREEN GLX CVT,SUZUKI,SWIFT,BOOSTERGREEN GLX CVT,2025.0,374990.0,374990.0,81.0,2.0,1416.0
SUZUKI,SWIFT,1.2 GLX,SUZUKI,SWIFT,GLX 5MT,2022.0,324990.0,324990.0,82.0,3.0,1234.0
SUZUKI,SWIFT,(O)1.2 GLX,SUZUKI,SWIFT,GLX 5MT,2023.0,344990.0,344990.0,82.0,3.0,457.0
SUZUKI,SWIFT,1.2 GLX,SUZUKI,SWIFT,GLX 5MT,2024.0,339990.0,339990.0,82.0,3.0,22.0
MAZDA,CX-5,2.5 S GRAND TOURING AUTO,MAZDA,CX-5,S GRAND TOURING 2WD,2022.0,603900.0,603900.0,188.0,3.0,343.0
MAZDA,CX-5,2.5 I GRAND TOURING AUTO,MAZDA,CX-5,S GRAND TOURING 2WD,2023.0,629900.0,629900.0,188.0,3.0,329.0
MAZDA,CX-5,(O)2.5 S GRAND TOURING AUTO,MAZDA,CX-5,S GRAND TOURING 2WD,2024.0,618900.0,618900.0,188.0,3.0,670.0
MAZDA,CX-5,2.5 I SPORT AUTO,MAZDA,CX-5,I SPORT 2WD,2022.0,543900.0,543900.0,188.0,2.0,83.0
MAZDA,CX-5,(O)2.5 I SPORT AUTO,MAZDA,CX-5,I SPORT 2WD,2023.0,569900.0,569900.0,188.0,2.0,420.0
MAZDA,CX-5,2.5 I SPORT AUTO,MAZDA,CX-5,I SPORT 2WD,2024.0,558900.0,558900.0,188.0,2.0,1400.0
GMC,SIERRA,(O)5.3 AT4 C CREW CAB AUTO 4WD,GMC,SIERRA,AT4 C CREW CAB,2023.0,1454400.0,1454400.0,355.0,4.0,301.0
GMC,SIERRA,5.3 DENALI H AUTO 4WD,GMC,SIERRA,AT4 C CREW CAB,2024.0,1509400.0,1509400.0,355.0,4.0,533.0
VOLKSWAGEN,TERAMONT,2.0 TRENDLINE AUTO,VOLKSWAGEN,TERAMONT,TRENDLINE LONG DRIVE,2022.0,854990.0,854990.0,238.0,2.0,117.0
VOLKSWAGEN,TERAMONT,(O)2.0 TRENDLINE AUTO,VOLKSWAGEN,TERAMONT,TRENDLINE LONG DRIVE,2023.0,889990.0,889990.0,238.0,2.0,605.0
VOLKSWAGEN,TERAMONT,(O)2.0 TRENDLINE AUTO,VOLKSWAGEN,TERAMONT,TRENDLINE LONG DRIVE,2024.0,954070.0,919270.0,269.0,3.0,1595.0
VOLKSWAGEN,TERAMONT,3.6 COMFORTLINE AUTO,VOLKSWAGEN,TERAMONT,COMFORTLINE LONG DRIVE,2022.0,969990.0,969990.0,280.0,3.0,291.0
VOLKSWAGEN,TERAMONT,3.6 COMFORTLINE AUTO,VOLKSWAGEN,TERAMONT,COMFORTLINE LONG DRIVE,2023.0,1009990.0,1009990.0,280.0,3.0,40.0
RAM,RAM 4000,6.4 CREW CAB CHASIS 4WD V8 6 AUTO,RAM,RAM 4000,CREW CAB 4X4 V8 6AT,2024.0,1144900.0,1144900.0,410.0,1.0,92.0
TOYOTA,COROLLA,2.0 SE CVT,TOYOTA,COROLLA,SE CVT,2022.0,486700.0,486700.0,169.0,2.0,913.0
TOYOTA,COROLLA,(O)2.0 SE CVT,TOYOTA,COROLLA,SE CVT,2023.0,520900.0,520900.0,169.0,4.0,1722.0
TOYOTA,COROLLA,(O)2.0 SE CVT,TOYOTA,COROLLA,SE CVT,2024.0,529900.0,515900.0,169.0,4.0,1647.0
TOYOTA,COROLLA,(O)1.8 HEV LE AUTO,TOYOTA,COROLLA,LE CVT,2022.0,411100.0,411100.0,139.0,2.0,585.0
