Make,Model,Version_sales,match_make,match_model,match_version,match_ano,msrp,precio_transaccion,hp,equipment_score,units
TOYOTA,YARIS,(O)1.5 S CVT,TOYOTA,YARIS,S CVT,2024.0,356000.0,356000.0,107.0,2.0,2436.0
PORSCHE,PANAMERA,2.9 4 E-HYBRID DCT 4WD,PORSCHE,PANAMERA,4 E-HYBRID PDK,2022.0,2238000.0,2238000.0,455.0,3.0,376.0
PORSCHE,PANAMERA,2.9 4 E-HYBRID DCT 4WD,PORSCHE,PANAMERA,4 E-HYBRID PDK,2023.0,2258000.0,2258000.0,462.0,4.0,409.0
PORSCHE,PANAMERA,(O)2.9 PANAMERA DCT,PORSCHE,PANAMERA,4 E-HYBRID PDK,2025.0,2458000.0,2458000.0,462.0,5.0,1294.0
BMW,X2,2.0 SDRIVE20I M SPORT DCT,BMW,X2,SDRIVE20IA M SPORT X,2020.0,724900.0,699900.0,192.0,3.0,942.0
BMW,X2,(O)2.0 XDRIVE20I DCT,BMW,X2,SDRIVE20IA M SPORT,2020.0,724900.0,699900.0,192.0,4.0,334.0
HONDA,BR-V,(O)1.5 PRIME CVT,HONDA,BR-V,PRIME,2022.0,479900.0,479900.0,118.0,0.0,610.0
HONDA,BR-V,1.5 UNIQ CVT,HONDA,BR-V,UNIQ,2022.0,449900.0,449900.0,118.0,0.0,1034.0
HONDA,BR-V,1.5 UNIQ CVT,HONDA,BR-V,UNIQ,2024.0,480900.0,465900.0,119.0,2.0,186.0
VOLKSWAGEN,JETTA,1.4 COMFORTLINE AUTO,VOLKSWAGEN,JETTA,COMFORTLINE TIPTRONIC,2022.0,434990.0,434990.0,150.0,2.0,89.0
VOLKSWAGEN,JETTA,1.4 COMFORTLINE AUTO,VOLKSWAGEN,JETTA,COMFORTLINE TIPTRONIC,2023.0,459990.0,459990.0,150.0,3.0,372.0
VOLKSWAGEN,JETTA,(O)1.4 COMFORTLINE AUTO,VOLKSWAGEN,JETTA,COMFORTLINE TIPTRONIC,2024.0,480070.0,435070.0,150.0,3.0,4261.0
SUBARU,XV,2.0 LIMITED CVT AWD EYESIGHT,SUBARU,XV,2.0I LIMITED CVT EYESIGHT,2022.0,594900.0,594900.0,152.0,3.0,349.0
VOLKSWAGEN,TIGUAN,1.4 R-LINE DCT,VOLKSWAGEN,TIGUAN,R-LINE 1.4 LONG DRIVE,2022.0,692990.0,692990.0,150.0,4.0,1.0
VOLKSWAGEN,TIGUAN,(O)1.4 R-LINE DCT,VOLKSWAGEN,TIGUAN,R-LINE 1.4 LONG DRIVE,2023.0,721990.0,721990.0,150.0,4.0,123.0
VOLKSWAGEN,TIGUAN,(O)1.4 R-LINE DCT,VOLKSWAGEN,TIGUAN,R-LINE 1.4 LONG DRIVE,2024.0,740070.0,591869.0,150.0,5.0,2414.0
NISSAN,LEAF,BEV 40KWH SL,NISSAN,LEAF,SL 22,2022.0,964900.0,794900.0,148.0,3.0,60.0
NISSAN,LEAF,BEV 40KWH SL BI-TONE,NISSAN,LEAF,SL BITONO 22,2022.0,969900.0,799900.0,148.0,3.0,138.0
RENAULT,OROCH,1.6 ZEN,RENAULT,OROCH,ZEN TM,2023.0,380700.0,380700.0,115.0,0.0,223.0
RENAULT,OROCH,1.6 ZEN,RENAULT,OROCH,ZEN TM,2024.0,399300.0,399300.0,115.0,0.0,76.0
RENAULT,OROCH,1.3 OUTSIDER CVT,RENAULT,OROCH,OUTSIDER CVT,2023.0,486600.0,486600.0,154.0,2.0,382.0
RENAULT,OROCH,(O)1.3 OUTSIDER CVT,RENAULT,OROCH,OUTSIDER CVT,2024.0,510000.0,510000.0,154.0,2.0,369.0
SUZUKI,SWIFT,1.4 BOOSTERJET SPORT,SUZUKI,SWIFT,1.4L SPORT 6MT DITC,2022.0,374990.0,374990.0,138.0,3.0,221.0
SUZUKI,SWIFT,(O)1.4 BOOSTERJET SPORT,SUZUKI,SWIFT,1.4L SPORT 6MT DITC,2023.0,394990.0,394990.0,138.0,3.0,6107.0
SUZUKI,SWIFT,(O)1.4 BOOSTERJET SPORT AUTO,SUZUKI,SWIFT,1.4L SPORT 6AT DITC,2022.0,389990.0,,,0.0,150.0
SUZUKI,SWIFT,(O)1.4 BOOSTERJET SPORT AUTO,SUZUKI,SWIFT,1.4L SPORT 6AT DITC,2023.0,414990.0,414990.0,138.0,3.0,518.0
SUZUKI,SWIFT,(O)1.4 BOOSTERJET SPORT AUTO,SUZUKI,SWIFT,1.4L SPORT AT,2024.0,430990.0,430990.0,138.0,3.0,858.0
VOLVO,XC40,2.0 B4 MHEV ULTIMATE AUTO,VOLVO,XC40,ULTIMATE B4 MILD HYBRID,2023.0,909900.0,909900.0,197.0,4.0,119.0
VOLVO,XC40,(O)2.0 B4 MHEV ULTIMATE AUTO,VOLVO,XC40,ULTIMATE B4 FWD,2024.0,999900.0,999900.0,197.0,4.0,21.0
VOLVO,XC40,2.0 B4 MHEV PLUS AUTO,VOLVO,XC40,PLUS B4 MILD HYBRID,2023.0,799900.0,799900.0,197.0,3.0,7.0
VOLVO,XC40,(O)2.0 B4 MHEV PLUS AUTO,VOLVO,XC40,PLUS B4 FWD,2024.0,909900.0,909900.0,197.0,3.0,1693.0
GMC,ACADIA,3.6 AT4 C AUTO 4WD,GMC,ACADIA,AT4 C,2023.0,1200900.0,1120900.0,310.0,3.0,16.0
CHEVROLET,TRAVERSE,2.5T LT C AUTO 8P,CHEVROLET,TRAVERSE,LT C,2022.0,1069900.0,1069900.0,305.0,2.0,162.0
CHEVROLET,TRAVERSE,3.6 LT C AUTO 8P,CHEVROLET,TRAVERSE,LT C,2023.0,1131100.0,972900.0,305.0,4.0,5.0
CHEVROLET,TRAVERSE,2.5T LT C AUTO 8P,CHEVROLET,TRAVERSE,LT C,2024.0,1129900.0,1089900.0,328.0,6.0,52.0
BMW,I3,(O)0.6 REX SPORT AUTO,BMW,I3,REX SPORT ELECTRICO AUTOMATICO,2022.0,1405000.0,1405000.0,184.0,3.0,121.0
SUZUKI,IGNIS,1.2 GL CVT,SUZUKI,IGNIS,GL CVT,2022.0,274990.0,274990.0,82.0,0.0,67.0
SUZUKI,IGNIS,(O)1.2 GL CVT,SUZUKI,IGNIS,GL CVT,2023.0,294990.0,294990.0,82.0,0.0,3.0
SUZUKI,IGNIS,(O)1.2 GL CVT,SUZUKI,IGNIS,GL CVT,2024.0,284990.0,284990.0,82.0,0.0,12.0
ACURA,RDX,2.0 A-SPEC AUTO AWD,ACURA,RDX,A-SPEC,2022.0,1149900.0,1149900.0,261.0,4.0,62.0
ACURA,RDX,2.0 A-SPEC AUTO AWD,ACURA,RDX,A-SPEC,2023.0,1194900.0,1194900.0,261.0,4.0,219.0
ACURA,RDX,2.0 A-SPEC AUTO AWD,ACURA,RDX,A-SPEC,2024.0,1199900.0,1079900.0,261.0,4.0,165.0
AUDI,Q2,(O)1.4 35 TFSI SPORT AUTO,AUDI,Q2,35 TFSI SPORT AT,2022.0,699900.0,683138.0,150.0,2.0,37.0
AUDI,Q2,(O)1.4 35 TFSI SPORT AUTO,AUDI,Q2,35 TFSI SPORT AT,2023.0,734900.0,683457.0,150.0,4.0,109.0
AUDI,Q2,(O)1.4 35 TFSI SPORT AUTO,AUDI,Q2,35 TFSI SPORT AT,2024.0,779900.0,669428.0,150.0,4.0,542.0
VOLKSWAGEN,JETTA,(O)1.4 TRENDLINE,VOLKSWAGEN,JETTA,TRENDLINE STD.,2022.0,379990.0,379990.0,150.0,2.0,55.0
VOLKSWAGEN,JETTA,(O)1.4 TRENDLINE,VOLKSWAGEN,JETTA,TRENDLINE STD.,2023.0,399990.0,399990.0,150.0,2.0,32.0
VOLKSWAGEN,JETTA,(O)1.4 TRENDLINE,VOLKSWAGEN,JETTA,TRENDLINE STD.,2024.0,413070.0,397450.0,150.0,2.0,21.0
VOLKSWAGEN,JETTA,1.4 TRENDLINE AUTO,VOLKSWAGEN,JETTA,TRENDLINE TIP.,2022.0,399990.0,399990.0,150.0,2.0,42.0
VOLKSWAGEN,JETTA,(O)1.4 TRENDLINE AUTO,VOLKSWAGEN,JETTA,TRENDLINE TIP.,2023.0,419990.0,419990.0,150.0,2.0,1027.0
VOLKSWAGEN,JETTA,1.4 TRENDLINE AUTO,VOLKSWAGEN,JETTA,TRENDLINE TIP.,2024.0,433070.0,388070.0,150.0,2.0,4874.0
BMW,X5,4.4 M60I MHEV XDRIVE AUTO,BMW,X5,XDRIVE50IA M SPORT,2020.0,1620000.0,1620000.0,530.0,5.0,1093.0
BMW,X5,(O)3.0 XDRIVE40I ADAPTED PLUS AUTO,BMW,X5,XDRIVE40IA EXECUTIVE,2020.0,1154900.0,1154900.0,335.0,3.0,4.0
TOYOTA,CAMRY,2.5 LE AUTO,TOYOTA,CAMRY,XLE HV,2022.0,664300.0,664300.0,208.0,3.0,41.0
TOYOTA,CAMRY,(O)2.5 LE AUTO,TOYOTA,CAMRY,XLE HV,2023.0,690300.0,690300.0,208.0,3.0,63.0
VOLKSWAGEN,TIGUAN,(O)1.4 COMFORTLINE 3 FILA DCT,VOLKSWAGEN,TIGUAN,COMFORTLINE 3,2022.0,636990.0,636990.0,150.0,4.0,855.0
VOLKSWAGEN,TIGUAN,(O)1.4 COMFORTLINE 3 FILA DCT,VOLKSWAGEN,TIGUAN,COMFORTLINE 3,2023.0,662990.0,662990.0,150.0,3.0,1504.0
VOLKSWAGEN,TIGUAN,(O)1.4 COMFORTLINE 3 FILA DCT,VOLKSWAGEN,TIGUAN,COMFORTLINE 3,2024.0,685070.0,591870.0,150.0,4.0,7696.0
BMW,X2,1.5 SDRIVE18I DCT,BMW,X2,SDRIVE18IA EXECUTIVE,2020.0,619900.0,594900.0,140.0,4.0,148.0
HYUNDAI,SANTA FE,2.5 GLS PREMIUM DCT,HYUNDAI,SANTA FE,GLS PREMIUM,2022.0,784600.0,784600.0,281.0,3.0,46.0
HYUNDAI,SANTA FE,(!)1.6 HEV GLS PREMIUM AUTO,HYUNDAI,SANTA FE,GLS PREMIUM,2023.0,833000.0,813000.0,281.0,3.0,167.0
HYUNDAI,SANTA FE,2.5 GLS PREMIUM DCT,HYUNDAI,SANTA FE,GLS PREMIUM,2024.0,865100.0,805100.0,281.0,3.0,44.0
HYUNDAI,SANTA FE,(O)2.5 LIMITED TECH DCT,HYUNDAI,SANTA FE,LIMITED TECH,2022.0,932800.0,932800.0,281.0,4.0,36.0
HYUNDAI,SANTA FE,(!)1.6 HEV LIMITED TECH AUTO,HYUNDAI,SANTA FE,LIMITED TECH,2023.0,990300.0,970300.0,281.0,4.0,81.0
HYUNDAI,SANTA FE,(O)2.5 LIMITED TECH DCT,HYUNDAI,SANTA FE,LIMITED TECH,2024.0,1033100.0,973100.0,281.0,4.0,2.0
FORD,EDGE,2.7 V6 ST AUTO AWD,FORD,EDGE,ST AWD 2.7L V6,2022.0,1115800.0,1115800.0,335.0,3.0,12.0
FORD,EDGE,(O)2.7 V6 ST AUTO AWD,FORD,EDGE,ST AWD,2024.0,1240000.0,1140000.0,335.0,3.0,8.0
CADILLAC,XT4,2.0 PREMIUM LUXURY D AUTO,CADILLAC,XT4,PREMIUM LUXURY D,2022.0,971400.0,921400.0,235.0,4.0,595.0
CADILLAC,XT4,(O)2.0 PREMIUM LUXURY D AUTO,CADILLAC,XT4,PREMIUM LUXURY D,2023.0,1031400.0,986400.0,235.0,3.0,153.0
CADILLAC,XT4,2.0 PREMIUM LUXURY D AUTO,CADILLAC,XT4,PREMIUM LUXURY D,2024.0,1105400.0,1105400.0,235.0,3.0,11.0
MAZDA,CX-5,(O)2.5 SIGNATURE AUTO,MAZDA,CX-5,SIGNATURE 2WD,2022.0,663900.0,663900.0,228.0,3.0,437.0
MAZDA,CX-5,(O)2.5 SIGNATURE AUTO,MAZDA,CX-5,SIGNATURE 2WD,2023.0,699900.0,699900.0,228.0,4.0,1496.0
MAZDA,CX-5,(O)2.5 SIGNATURE AUTO,MAZDA,CX-5,SIGNATURE 2WD,2024.0,688900.0,688900.0,228.0,4.0,1453.0
LINCOLN,NAUTILUS,(O)2.0 RESERVE AUTO,LINCOLN,NAUTILUS,RESERVE FWD 2.0L,2022.0,1226500.0,1226500.0,250.0,4.0,800.0
LINCOLN,NAUTILUS,(O)2.0 RESERVE AUTO,LINCOLN,NAUTILUS,RESERVE FWD 2.0L,2023.0,1332900.0,,250.0,0.0,1804.0
LINCOLN,NAUTILUS,2.7 RESERVE AUTO AWD,LINCOLN,NAUTILUS,RESERVE AWD 2.7L,2022.0,1350500.0,1350500.0,335.0,4.0,341.0
LINCOLN,NAUTILUS,2.7 RESERVE AUTO AWD,LINCOLN,NAUTILUS,RESERVE AWD 2.7L,2023.0,1512900.0,1282900.0,335.0,4.0,879.0
BUICK,ENCLAVE,3.6 AVENIR P AUTO 4WD,BUICK,ENCLAVE,AVENIR P,2022.0,1242900.0,1242900.0,310.0,4.0,320.0
BUICK,ENCLAVE,3.6 AVENIR P AUTO 4WD,BUICK,ENCLAVE,AVENIR P,2024.0,1377400.0,1377400.0,310.0,6.0,85.0
BMW,SERIES 5,4.4 M5 AUTO 4WD,BMW,M,M5 COMPETITION LCI,2022.0,2690000.0,2690000.0,625.0,2.0,140.0
BMW,SERIES 5,(O)4.4 M5 AUTO 4WD,BMW,M,M5 COMPETITION LCI,2023.0,2785000.0,2785000.0,625.0,3.0,59.0
SUBARU,FORESTER,(O)2.5 SPORT CVT AWD EYESIGHT,SUBARU,FORESTER,2.5I SPORT CVT EYESIGHT,2024.0,709900.0,649900.0,182.0,3.0,475.0
NISSAN,KICKS,1.6 ADVANCE LTS XTRONIC,NISSAN,KICKS,ADVANCE 1.6 LTS CVT 22,2022.0,427900.0,411988.0,118.0,2.0,453.0
NISSAN,KICKS,(O)1.6 ADVANCE LTS XTRONIC,NISSAN,KICKS,ADVANCE 1.6 LTS CVT 23,2023.0,443900.0,413300.0,118.0,3.0,449.0
NISSAN,KICKS PLAY,1.6 ADVANCE CVT,NISSAN,KICKS PLAY,ADVANCE 1.6 LTS CVT 24,2024.0,469900.0,414900.0,118.0,3.0,1945.0
NISSAN,KICKS,2.0 ADVANCE CVT,NISSAN,KICKS,ADVANCE CVT 25,2025.0,561900.0,523700.0,142.0,5.0,3335.0
JAC,FRISON T6,(O)2.0 FRISON,JAC,FRISON T6,FRISON T6 MT,2022.0,440500.0,440500.0,190.0,1.0,23.0
JAC,FRISON T6,(O)2.0 FRISON,JAC,FRISON T6,FRISON T6 MT,2023.0,446000.0,446000.0,190.0,1.0,273.0
RAM,RAM 1500,5.7 MHEV LONGHORN CREW CAB AUTO 4WD,RAM,RAM 1500,CC MILD-HYBRID LONGHORN 4X4,2024.0,1484900.0,1484900.0,395.0,5.0,12.0
RAM,RAM 1500,5.7 MHEV LARAMIE SPORT CC AUTO 4WD,RAM,RAM 1500,CC MILD-HYBRID LARAMIE SPORT 4X4,2022.0,1229900.0,1229900.0,395.0,3.0,40.0
RAM,RAM 1500,5.7 MHEV LARAMIE SPORT CC AUTO 4WD,RAM,RAM 1500,CC MILD-HYBRID LARAMIE SPORT 4X4,2023.0,1309900.0,1309900.0,395.0,3.0,746.0
RAM,RAM 1500,(O)5.7 CREW CAB SLT TRABAJO 4X4 V8 8 AUT,RAM,RAM 1500,CC MILD-HYBRID LARAMIE SPORT 4X4,2024.0,1324900.0,1324900.0,395.0,5.0,1791.0
KIA,FORTE,1.6 GT DCT,KIA,FORTE,GT DCT7,2020.0,452900.0,437900.0,201.0,3.0,10372.0
KIA,FORTE,2.0 EX,KIA,FORTE,EX TM,2020.0,325900.0,325900.0,147.0,2.0,1429.0
KIA,FORTE,2.0 EX IVT,KIA,FORTE,EX IVT,2020.0,340900.0,340900.0,147.0,2.0,3428.0
KIA,FORTE,2.0 GT LINE,KIA,FORTE,GT LINE TM,2020.0,376900.0,376900.0,147.0,3.0,5930.0
KIA,FORTE,2.0 GT LINE IVT,KIA,FORTE,GT LINE IVT,2020.0,390900.0,390900.0,147.0,3.0,1064.0
TOYOTA,RAV4,2.5 ADVENTURE AUTO AWD,TOYOTA,RAV4,ADVENTURE,2022.0,630100.0,630100.0,204.0,3.0,353.0
TOYOTA,RAV4,(O)2.5 ADVENTURE AUTO AWD,TOYOTA,RAV4,ADVENTURE,2023.0,655100.0,655100.0,204.0,2.0,1727.0
TOYOTA,RAV4,(O)2.5 ADVENTURE AUTO AWD,TOYOTA,RAV4,ADVENTURE,2024.0,678500.0,678500.0,204.0,2.0,3155.0
AUDI,A8,3.0 MHEV 55 TFSI PREMIUM AUTO 4WD,AUDI,A8,MHEV 55 TFSI PREMIUM TIPTRONIC QUATTRO A,2023.0,2169900.0,2126502.0,340.0,4.0,12.0
AUDI,A8,3.0 MHEV 55 TFSI PREMIUM AUTO 4WD,AUDI,A8,MHEV 55 TFSI PREMIUM TIPTRONIC QUATTRO A,2024.0,2268900.0,2078312.0,340.0,4.0,2.0
BMW,X7,(O)3.0 XDRIVE40I MHEV AUTO,BMW,X7,3.0 XDRIVE40IA M SPORT,2020.0,1704900.0,1704900.0,335.0,4.0,12.0
BMW,X7,3.0 XDRIVE40I MHEV AUTO,BMW,X7,3.0 XDRIVE40IA,2020.0,1730000.0,1730000.0,340.0,4.0,326.0
BMW,X7,4.4 M60I MHEV XDRIVE AUTO,BMW,X7,4.4 XDRIVE50IA M SPORT,2020.0,1904900.0,1904900.0,456.0,4.0,119.0
RENAULT,OROCH,1.6 OUTSIDER TM,RENAULT,OROCH,OUTSIDER TM,2023.0,409800.0,409800.0,115.0,2.0,1393.0
RENAULT,OROCH,(O)1.6 OUTSIDER TM,RENAULT,OROCH,OUTSIDER TM,2024.0,429700.0,429700.0,115.0,2.0,943.0
MITSUBISHI,MIRAGE G4,1.2 GLS CVT,MITSUBISHI,MIRAGE G4,GLS-CVT,2022.0,302500.0,292200.0,76.0,3.0,108.0
MITSUBISHI,MIRAGE G4,(O)1.2 GLS CVT,MITSUBISHI,MIRAGE G4,GLS-CVT,2023.0,326000.0,326000.0,76.0,3.0,54.0
MITSUBISHI,MIRAGE G4,1.2 GLS CVT,MITSUBISHI,MIRAGE G4,GLS-CVT,2024.0,344100.0,329100.0,76.0,3.0,221.0
MITSUBISHI,MIRAGE G4,1.2 GLS,MITSUBISHI,MIRAGE G4,GLS-MT,2022.0,277700.0,267400.0,76.0,3.0,297.0
MITSUBISHI,MIRAGE G4,(O)1.2 GLS,MITSUBISHI,MIRAGE G4,GLS-MT,2023.0,300000.0,300000.0,76.0,3.0,208.0
MITSUBISHI,MIRAGE G4,1.2 GLS,MITSUBISHI,MIRAGE G4,GLS-MT,2024.0,317400.0,302400.0,76.0,3.0,387.0
MITSUBISHI,MIRAGE G4,1.2 GLX CVT,MITSUBISHI,MIRAGE G4,GLX-CVT,2022.0,270900.0,260600.0,76.0,3.0,159.0
MITSUBISHI,MIRAGE G4,(O)1.2 GLX CVT,MITSUBISHI,MIRAGE G4,GLX-CVT,2023.0,292600.0,292600.0,76.0,3.0,133.0
MITSUBISHI,MIRAGE G4,1.2 GLX CVT,MITSUBISHI,MIRAGE G4,GLX-CVT,2024.0,315800.0,300800.0,76.0,3.0,382.0
MITSUBISHI,MIRAGE G4,1.2 GLX,MITSUBISHI,MIRAGE G4,GLX-MT,2022.0,252800.0,242500.0,76.0,3.0,87.0
MITSUBISHI,MIRAGE G4,(O)1.2 GLX,MITSUBISHI,MIRAGE G4,GLX-MT,2023.0,273300.0,273300.0,76.0,3.0,142.0
MITSUBISHI,MIRAGE G4,1.2 GLX,MITSUBISHI,MIRAGE G4,GLX-MT,2024.0,291600.0,276600.0,76.0,3.0,308.0
PEUGEOT,2008,1.2 ACTIVE AUTO FL,PEUGEOT,2008,ACTIVE AUT FL,2025.0,463900.0,433900.0,130.0,3.0,2978.0
PEUGEOT,3008,1.6 THP ACTIVE AUTO,PEUGEOT,3008,ACTIVE 5P 1.6 THP 165HP AUT 6VEL,2021.0,499900.0,499900.0,165.0,3.0,861.0
PEUGEOT,3008,(O)1.6 THP ACTIVE AUTO,PEUGEOT,3008,ACTIVE AUT,2025.0,587400.0,587400.0,165.0,3.0,312.0
SEAT,ARONA,1.6 REFERENCE AUTO,SEAT,ARONA,REFERENCE,2022.0,379900.0,379900.0,110.0,0.0,20.0
SEAT,ARONA,1.6 REFERENCE AUTO,SEAT,ARONA,REFERENCE,2023.0,401900.0,371900.0,110.0,0.0,311.0
SEAT,ARONA,1.6 REFERENCE AUTO,SEAT,ARONA,REFERENCE,2024.0,412900.0,352900.0,110.0,0.0,74.0
LAND ROVER,RANGE ROVER VELAR,3.0 MHEV P400 R-DYNAMIC S AUTO AWD,LAND ROVER,RANGE ROVER VELAR,R-DYNAMIC S MHEV 340PS,2022.0,1454900.0,1454900.0,340.0,4.0,1585.0
AUDI,Q8,3.0 MHEV 55 TFSI ELITE AUTO 4WD,AUDI,Q8,MHEV 55 TFSI ELITE AT,2022.0,1589900.0,1551824.0,340.0,5.0,397.0
AUDI,Q8,3.0 MHEV 55 TFSI ELITE AUTO 4WD,AUDI,Q8,MHEV 55 TFSI ELITE AT,2023.0,1644900.0,1579104.0,340.0,5.0,2316.0
AUDI,Q8,3.0 MHEV 55 TFSI ELITE AUTO 4WD,AUDI,Q8,MHEV 55 TFSI ELITE AT,2024.0,1734900.0,1621201.0,340.0,5.0,129.0
AUDI,Q8,3.0 MHEV 55 TFSI S LINE AUTO 4WD,AUDI,Q8,MHEV 55 TFSI S LINE AT,2022.0,1689900.0,1649429.0,340.0,5.0,845.0
AUDI,Q8,3.0 MHEV 55 TFSI S LINE AUTO 4WD,AUDI,Q8,MHEV 55 TFSI S LINE AT,2023.0,1744900.0,1675104.0,340.0,5.0,752.0
AUDI,Q8,3.0 MHEV 55 TFSI S LINE AUTO 4WD,AUDI,Q8,MHEV 55 TFSI S LINE AT,2024.0,1899900.0,1775387.0,340.0,5.0,80.0
TESLA,MODEL 3,BEV STANDARD RANGE PLUS AUTO,TESLA,MODEL 3,AUTONOMA ESTANDAR PLUS,2022.0,1159900.0,1159900.0,325.0,2.0,5.0
TESLA,MODEL 3,BEV 50KWH STANDARD RANGE PLUS AUTO,TESLA,MODEL 3,AUTONOMA ESTANDAR PLUS,2023.0,881900.0,881900.0,325.0,2.0,6957.0
TESLA,MODEL 3,(O)BEV 50KWH STANDARD RANGE PLUS AUTO,TESLA,MODEL 3,AUTONOMA ESTANDAR PLUS,2024.0,749000.0,749000.0,325.0,2.0,607.0
TESLA,MODEL 3,(O)BEV 75KWH LONG RANGE AUTO 4WD,TESLA,MODEL 3,LONG RANGE ALL-WHEEL DRIVE,2025.0,879000.0,879000.0,498.0,3.0,3993.0
TESLA,MODEL 3,BEV LONG RANGE AUTO 4WD,TESLA,MODEL 3,PERFORMANCE 4WD,2022.0,1549900.0,1549900.0,490.0,2.0,146.0
TESLA,MODEL 3,(O)BEV 75KWH PERFORMANCE AUTO 4WD,TESLA,MODEL 3,PERFORMANCE 4WD,2023.0,1154900.0,1154900.0,490.0,2.0,6033.0
TESLA,MODEL 3,(O)BEV 75KWH PERFORMANCE AUTO 4WD,TESLA,MODEL 3,PERFORMANCE 4WD,2024.0,1029900.0,1029900.0,490.0,2.0,318.0
ALFA ROMEO,STELVIO,2.9 V6 QUADRIFOGLIO AUTO 4WD,ALFA ROMEO,STELVIO,QUADRIFOGLIO,2022.0,2120000.0,2070000.0,505.0,3.0,20.0
ALFA ROMEO,STELVIO,2.9 V6 QUADRIFOGLIO AUTO 4WD,ALFA ROMEO,STELVIO,QUADRIFOGLIO,2023.0,2150000.0,2100000.0,505.0,3.0,68.0
ALFA ROMEO,STELVIO,2.9 V6 QUADRIFOGLIO AUTO 4WD,ALFA ROMEO,STELVIO,QUADRIFOGLIO,2024.0,2237000.0,2237000.0,505.0,5.0,2.0
TOYOTA,COROLLA,(O)1.8 HEV LE AUTO,TOYOTA,COROLLA,LE HEV,2023.0,490900.0,490900.0,138.0,2.0,188.0
NISSAN,ALTIMA,2.0 EXCLUSIVE TURBO CVT,NISSAN,ALTIMA,EXCLUSIVE TURBO 2.0L 22,2022.0,776900.0,751900.0,248.0,3.0,952.0
NISSAN,ALTIMA,(O)2.0 EXCLUSIVE TURBO CVT,NISSAN,ALTIMA,EXCLUSIVE CVT TURBO 2.0L 23,2023.0,806900.0,706900.0,248.0,3.0,1526.0
NISSAN,ALTIMA,(O)2.0 EXCLUSIVE TURBO CVT,NISSAN,ALTIMA,EXCLUSIVE CVT TURBO 2.0L 24,2024.0,820900.0,820900.0,248.0,6.0,595.0
KIA,FORTE,2.0 GT LINE IVT,KIA,FORTE,GT LINE,2020.0,401900.0,381900.0,147.0,3.0,1858.0
KIA,FORTE,1.6 GT DCT,KIA,FORTE,GT,2020.0,460900.0,440900.0,201.0,3.0,1020.0
RENAULT,KWID,1.0 INTENS,RENAULT,KWID,INTENS,2022.0,202000.0,202000.0,66.0,0.0,773.0
RENAULT,KWID,(O)1.0 INTENS,RENAULT,KWID,INTENS,2023.0,227500.0,227500.0,66.0,0.0,1331.0
RENAULT,KWID,(O)1.0 INTENS,RENAULT,KWID,INTENS,2024.0,230100.0,220100.0,66.0,0.0,2895.0
RENAULT,KWID,(O)1.0 ICONIC,RENAULT,KWID,ICONIC,2022.0,219100.0,219100.0,66.0,2.0,222.0
RENAULT,KWID,(O)1.0 ICONIC,RENAULT,KWID,ICONIC,2023.0,251300.0,251300.0,66.0,2.0,281.0
RENAULT,KWID,1.0 ICONIC,RENAULT,KWID,ICONIC,2024.0,254100.0,244100.0,66.0,2.0,2474.0
TESLA,MODEL Y,BEV LONG RANGE AUTO 4WD,TESLA,MODEL Y,PERFORMANCE AUTO 4WD,2022.0,1679900.0,1679900.0,,4.0,74.0
TESLA,MODEL Y,(O)BEV 75KWH LONG RANGE AUTO 4WD,TESLA,MODEL Y,PERFORMANCE AUTO 4WD,2023.0,1204900.0,1204900.0,534.0,4.0,497.0
TESLA,MODEL Y,(O)BEV 75KWH PERFORMANCE AUTO 4WD,TESLA,MODEL Y,PERFORMANCE AUTO 4WD,2024.0,1029900.0,1029900.0,534.0,4.0,347.0
TESLA,MODEL Y,BEV 75KWH LONG RANGE AUTO 4WD,TESLA,MODEL Y,LONG RANGE ALL-WHEEL DRIVE,2025.0,959000.0,959000.0,367.0,4.0,634.0
PORSCHE,CAYENNE COUPE,3.0 V6 AUTO,PORSCHE,CAYENNE COUPE,3.0 V6 AUTO,2022.0,1698000.0,1698000.0,340.0,3.0,4900.0
PORSCHE,CAYENNE COUPE,(O)3.0 V6 AUTO,PORSCHE,CAYENNE COUPE,3.0 V6 AUTO,2023.0,1738000.0,1738000.0,340.0,3.0,7392.0
PORSCHE,CAYENNE COUPE,(O)2.9 V6 S AUTO,PORSCHE,CAYENNE COUPE,3.0 V6 AUTO,2024.0,1858000.0,1858000.0,353.0,4.0,1458.0
JEEP,GLADIATOR,(O)3.6 RUBICON 4WD AUTO,JEEP,GLADIATOR,RUBICON 4X4,2020.0,1162900.0,1162900.0,285.0,4.0,4960.0
LINCOLN,AVIATOR,(O)3.0 RESERVE AUTO AWD,LINCOLN,AVIATOR,RESERVE AWD,2022.0,1753900.0,1653900.0,400.0,4.0,2863.0
LINCOLN,AVIATOR,(O)3.0 RESERVE AUTO AWD,LINCOLN,AVIATOR,RESERVE AWD,2023.0,1893900.0,1633900.0,400.0,4.0,3654.0
LINCOLN,AVIATOR,3.0 RESERVE AUTO AWD,LINCOLN,AVIATOR,RESERVE AWD,2024.0,1899900.0,1799900.0,400.0,4.0,90.0
LINCOLN,AVIATOR,(O)3.0 PHEV GRAND TOURING AUTO AWD,LINCOLN,AVIATOR,RESERVE 3.0L AWD,2025.0,1962000.0,1812000.0,400.0,6.0,69.0
